"SEMANA","FECHA","TURNO","IMPRESORA","OPERADOR","N° DE PEDIDO","CLAVE SAP","NOMBRE DE PEDIDO","TIPO DE PRODUCTO","ANCHO DE PELICULA","TINTAS","FOLIO DEL ROLLO","HORA INICIO","HORA FINAL","PESO DE ROLLO","RECUPERADO","% DE RECUP","HORAS DE TRABAJO","DISCO","Columna1","Columna2","Columna3","Columna4","Columna5","Columna6"
5.,"1/31/19",1.,7.,"OPERADOR5","SAP-1706","","NOMBREDEPEDIDO57","TIPODEPRODUCTO2","63.5CM","","SAP-1706-1-1","12:30:00 PM","1:30:00 PM",122.,"","",1.,"","","","","","",""
5.,"1/31/19",1.,6.,"OPERADOR7","SAP-1699E","","NOMBREDEPEDIDO61","TIPODEPRODUCTO6","35CM","","SAP-1699E-1-1","7:35:00 AM","8:15:00 AM",35.,"","",0.67,"","","","","","",""
5.,"1/31/19",1.,6.,"OPERADOR7","SAP-1699E","","NOMBREDEPEDIDO61","TIPODEPRODUCTO6","35CM","","SAP-1699E-2-1","8:25:00 AM","9:05:00 AM",40.,"","",0.67,"","","","","","",""
5.,"1/31/19",1.,6.,"OPERADOR7","SAP-1699E","","NOMBREDEPEDIDO61","TIPODEPRODUCTO6","35CM","","SAP-1699E-3-1","9:10:00 AM","9:45:00 AM",39.,"","",0.58,"","","","","","",""
5.,"1/31/19",1.,6.,"OPERADOR7","SAP-1712B","","NOMBREDEPEDIDO62","TIPODEPRODUCTO6","90 CM","","SAP-1712B-1-1","12:15:00 PM","1:10:00 PM",103.,"","",0.92,"","","","","","",""
5.,"1/31/19",1.,6.,"OPERADOR7","SAP-1712B","","NOMBREDEPEDIDO62","TIPODEPRODUCTO6","90CM","","SAP-1712B-2-1","1:15:00 PM","2:00:00 PM","","","",0.75,"","","","","","",""
5.,"1/31/19",1.,5.,"OPERADOR3","SAP-1705","","NOMBREDEPEDIDO57","TIPODEPRODUCTO2","36.5CM","","SAP-1705-20-1","6:20:00 AM","8:10:00 AM",93.,"","",1.83,"","","","","","",""
5.,"1/31/19",1.,5.,"OPERADOR3","SAP-1705","","NOMBREDEPEDIDO57","TIPODEPRODUCTO2","36.5CM","","SAP-1705-12-1","8:15:00 AM","9:30:00 AM",69.,"","",1.25,"","","","","","",""
5.,"1/31/19",1.,5.,"OPERADOR3","SAP-1705","","NOMBREDEPEDIDO57","TIPODEPRODUCTO2","36.5CM","","SAP-1705-24-1","9:45:00 AM","12:00:00 PM",77.,"","",2.25,"","","","","","",""
5.,"1/31/19",1.,5.,"OPERADOR3","SAP-1705","","NOMBREDEPEDIDO57","TIPODEPRODUCTO2","36.5CM","","SAP-1705-22-1","3:15:00 PM","2:00:00 PM",82.,"","",1.25,"","","","","","",""
5.,"1/31/19",2.,6.,"OPERADOR4","SAP-1712B","","NOMBREDEPEDIDO62","TIPODEPRODUCTO6","90CM","","SAP-1712B-3-1","2:15:00 PM","3:15:00 PM",98.,"","",1.,"","","","","","",""
5.,"1/31/19",2.,6.,"OPERADOR4","SAP-1710","","NOMBREDEPEDIDO11","TIPODEPRODUCTO2","60CM","","","3:25:00 PM","4:00:00 PM","",1.,"",0.58,"","","","","","",""
5.,"1/31/19",2.,6.,"OPERADOR4","SAP-1710","","NOMBREDEPEDIDO63","TIPODEPRODUCTO2","60CM","","SAP-1710-1-1","4:15:00 PM","5:10:00 PM",72.,"","",0.92,"","","","","","",""
5.,"1/31/19",2.,6.,"OPERADOR4","SAP-1710","","NOMBREDEPEDIDO63","TIPODEPRODUCTO2","60CM","","SAP-1710-1-2","5:20:00 PM","6:15:00 PM",73.,"","",0.92,"","","","","","",""
5.,"1/31/19",2.,6.,"OPERADOR4","SAP-1710","","NOMBREDEPEDIDO63","TIPODEPRODUCTO2","60CM","","SAP-1710-7-1","6:30:00 PM","7:45:00 PM",107.,"","",1.25,"","","","","","",""
5.,"1/31/19",2.,6.,"OPERADOR4","SAP-1710","","NOMBREDEPEDIDO63","TIPODEPRODUCTO2","60CM","","SAP-1710-5-1","8:30:00 PM","9:40:00 PM",98.,"","",1.17,"","","","","","",""
5.,"1/31/19",2.,5.,"OPERADOR1","SAP-1705","","NOMBREDEPEDIDO19","TIPODEPRODUCTO2","36.5CM","","SAP-1705-16-1","2:25:00 PM","4:30:00 PM",107.,"","",2.08,"","","","","","",""
5.,"1/31/19",2.,5.,"OPERADOR1","SAP-1705","","NOMBREDEPEDIDO19","TIPODEPRODUCTO2","36.5CM","","SAP-1705-25-1","4:40:00 PM","5:40:00 PM",57.,"","",1.,"","","","","","",""
5.,"1/31/19",2.,5.,"OPERADOR1","SAP-1705","","NOMBREDEPEDIDO19","TIPODEPRODUCTO2","36.5CM","","SAP-1705-25-2","5:50:00 PM","6:50:00 PM",58.,"","",1.,"","","","","","",""
5.,"1/31/19",2.,5.,"OPERADOR1","SAP-1705","","NOMBREDEPEDIDO19","TIPODEPRODUCTO2","36.5CM","","SAP-1705-26-1","7:40:00 PM","9:40:00 PM",98.,"","",2.,"","","","","","",""
5.,"1/31/19",2.,7.,"OPERADOR2","SAP-1717","","NOMBREDEPEDIDO64","TIPODEPRODUCTO4","82CM","","","2:30:00 PM","3:45:00 PM","",10.,"",1.25,"","","","","","",""
5.,"1/31/19",2.,7.,"OPERADOR2","SAP-1717","","NOMBREDEPEDIDO64","TIPODEPRODUCTO1","82CM","","SAP-1717-3-1","3:45:00 PM","4:45:00 PM",134.,"","",1.,"","","","","","",""
5.,"1/31/19",2.,7.,"OPERADOR2","SAP-1717","","NOMBREDEPEDIDO64","TIPODEPRODUCTO1","82CM","","SAP-1717-1-1","4:50:00 PM","5:30:00 PM",124.,"","",0.67,"","","","","","",""
5.,"1/31/19",2.,7.,"OPERADOR2","SAP-1717","","NOMBREDEPEDIDO64","TIPODEPRODUCTO1","82CM","","SAP-1717-5-1","5:35:00 PM","7:05:00 PM",133.,"","",1.5,"","","","","","",""
5.,"1/31/19",2.,7.,"OPERADOR2","SAP-1717","","NOMBREDEPEDIDO64","TIPODEPRODUCTO1","82CM","","SAP-1717-2-1","7:10:00 PM","7:30:00 PM",78.,"","",0.33,"","","","","","",""
5.,"1/31/19",2.,7.,"OPERADOR2","SAP-1717","","NOMBREDEPEDIDO64","TIPODEPRODUCTO1","82CM","","SAP-1717-4-2","7:35:00 PM","7:45:00 PM",16.,"","",0.17,"","","","","","",""
5.,"2/1/19",1.,7.,"OPERADOR5","SAP-1717A","","NOMBREDEPEDIDO64","TIPODEPRODUCTO6","70CM","","SAP-1717A-2-1","6:20:00 AM","7:40:00 AM",133.,"","",1.33,"","","","","","",""
5.,"2/1/19",1.,7.,"OPERADOR5","SAP-1717A","","NOMBREDEPEDIDO64","TIPODEPRODUCTO6","70CM","","SAP-1717A-3-1","7:45:00 AM","9:40:00 AM",114.,"","",1.92,"","","","","","",""
5.,"2/1/19",1.,7.,"OPERADOR5","SAP-1717A","","NOMBREDEPEDIDO64","TIPODEPRODUCTO6","70CM","","SAP-1717A-1-1","9:45:00 AM","10:35:00 AM",88.,"","",0.83,"","","","","","",""
5.,"2/1/19",1.,6.,"OPERADOR7","SAP-1710","","NOMBREDEPEDIDO65","TIPODEPRODUCTO2","60CM","","SAP-1710-6-1","6:25:00 AM","7:40:00 AM",140.,"","",1.25,"","","","","","",""
5.,"2/1/19",1.,6.,"OPERADOR7","SAP-1710","","NOMBREDEPEDIDO65","TIPODEPRODUCTO2","60CM","","SAP-1710-2-1","7:50:00 AM","8:45:00 AM",88.,"","",0.92,"","","","","","",""
5.,"2/1/19",1.,6.,"OPERADOR7","SAP-1710","","NOMBREDEPEDIDO65","TIPODEPRODUCTO2","60CM","","SAP-1710-2-2","8:50:00 AM","9:50:00 AM",88.,"","",1.,"","","","","","",""
5.,"2/1/19",1.,6.,"OPERADOR7","SAP-1710","","NOMBREDEPEDIDO65","TIPODEPRODUCTO2","60CM","","SAP-1710-4-1","10:00:00 AM","10:45:00 AM",66.,"","",0.75,"","","","","","",""
5.,"2/1/19",1.,6.,"OPERADOR7","SAP-1710","","NOMBREDEPEDIDO65","TIPODEPRODUCTO2","60CM","","SAP-1710-3-1","10:50:00 AM","11:05:00 AM",30.,"","",0.25,"","","","","","",""
5.,"2/1/19",1.,7.,"OPERADOR5","SAP-1717B","","NOMBREDEPEDIDO64","TIPODEPRODUCTO4","96CM","","","10:40:00 AM","11:20:00 AM",0.,"","",0.67,"","","","","","",""
5.,"2/1/19",1.,7.,"OPERADOR5","SAP-1717B","","NOMBREDEPEDIDO64","TIPODEPRODUCTO1","96CM","","SAP-1717B-3-1","11:00:00 AM","12:05:00 PM",130.,4.,"",1.08,"","","","","","",""
5.,"2/1/19",1.,7.,"OPERADOR5","SAP-1717B","","NOMBREDEPEDIDO64","TIPODEPRODUCTO1","96CM","","SAP-1717B-2-1","12:10:00 PM","1:25:00 PM",228.,"","",1.25,"","","","","","",""
5.,"2/1/19",1.,7.,"OPERADOR5","SAP-1717B","","NOMBREDEPEDIDO64","TIPODEPRODUCTO1","96CM","","SAP-1717B-1-1","1:30:00 PM","2:00:00 PM",127.,"","",0.5,"","","","","","",""
5.,"2/1/19",1.,5.,"OPERADOR3","SAP-1705","","NOMBREDEPEDIDO56","TIPODEPRODUCTO2","36.5CM","","SAP-1705-28-1","6:30:00 AM","7:45:00 AM",63.,"","",1.25,"","","","","","",""
5.,"2/1/19",1.,5.,"OPERADOR3","SAP-1705","","NOMBREDEPEDIDO56","TIPODEPRODUCTO2","36.5CM","","SAP-1705-18-1","8:00:00 AM","9:30:00 AM",64.,"","",1.5,"","","","","","",""
5.,"2/1/19",1.,5.,"OPERADOR3","SAP-1705","","NOMBREDEPEDIDO56","TIPODEPRODUCTO2","36.5CM","","SAP-1705-27-1","10:40:00 AM","12:20:00 PM",65.,"","",1.67,"","","","","","",""
5.,"2/1/19",1.,5.,"OPERADOR3","SAP-1705","","NOMBREDEPEDIDO56","TIPODEPRODUCTO2","36.5CM","","SAP-1705-17-1","12:30:00 PM","2:00:00 PM",84.,"","",1.5,"","","","","","",""
5.,"2/1/19",2.,7.,"OPERADOR2","SAP-1717C","","NOMBREDEPEDIDO64","TIPODEPRODUCTO4","60CM","","","2:00:00 PM","3:00:00 PM","",5.,"",1.,"","","","","","",""
5.,"2/1/19",2.,7.,"OPERADOR2","SAP-1717C","","NOMBREDEPEDIDO64","TIPODEPRODUCTO1","60CM","","SAP-1717C-2-1","3:00:00 PM","3:25:00 PM",56.,"","",0.42,"","","","","","",""
5.,"2/1/19",2.,7.,"OPERADOR2","SAP-1717C","","NOMBREDEPEDIDO64","TIPODEPRODUCTO1","60CM","","SAP-1717C-1-1","3:30:00 PM","4:00:00 PM",70.,"","",0.5,"","","","","","",""
5.,"2/1/19",2.,7.,"OPERADOR2","SAP-1717C","","NOMBREDEPEDIDO64","TIPODEPRODUCTO1","60CM","","SAP-1717C-4-1","4:05:00 PM","4:40:00 PM",84.,"","",0.58,"","","","","","",""
5.,"2/1/19",2.,7.,"OPERADOR2","SAP-1717C","","NOMBREDEPEDIDO64","TIPODEPRODUCTO1","60CM","","SAP-1717C-5-2","4:45:00 PM","5:20:00 PM",74.,"","",0.58,"","","","","","",""
5.,"2/1/19",2.,7.,"OPERADOR2","SAP-1717C","","NOMBREDEPEDIDO64","TIPODEPRODUCTO1","60CM","","SAP-1717C-3-1","5:25:00 PM","5:25:00 PM",13.,"","",0.,"","","","","","",""
5.,"2/1/19",2.,6.,"OPERADOR8","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","84CM","","SAP-1724-6-1","3:00:00 PM","4:00:00 PM",100.,"","",1.,"","","","","","",""
5.,"2/1/19",2.,6.,"OPERADOR8","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","84CM","","SAP-1724-7-1","4:10:00 PM","5:30:00 PM",124.,"","",1.33,"","","","","","",""
5.,"2/1/19",2.,6.,"OPERADOR8","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","84CM","","SAP-1724-2-1","5:40:00 PM","7:20:00 PM",113.,"","",1.67,"","","","","","",""
5.,"2/1/19",2.,6.,"OPERADOR8","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","84CM","","SAP-1724-8-1","7:30:00 PM","9:40:00 PM",184.,"","",2.17,"","","","","","",""
5.,"2/2/19",1.,7.,"OPERADOR5","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","84CM","","SAP-1724-10-1","7:00:00 AM","8:50:00 AM",216.,"","",1.83,"","","","","","",""
5.,"2/2/19",1.,7.,"OPERADOR5","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","84CM","","SAP-1724-11-1","8:55:00 AM","10:15:00 AM",192.,"","",1.33,"","","","","","",""
5.,"2/2/19",1.,7.,"OPERADOR5","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","84CM","","SAP-1724-12-1","10:20:00 AM","12:10:00 PM",198.,"","",1.83,"","","","","","",""
5.,"2/2/19",1.,7.,"OPERADOR5","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","84CM","","SAP-1724-9-1","12:15:00 PM","1:30:00 PM",136.,"","",1.25,"","","","","","",""
5.,"2/2/19",1.,6.,"OPERADOR7","SAP-1726","","NOMBREDEPEDIDO11","TIPODEPRODUCTO1","48CM","","","7:35:00 AM","9:50:00 AM","",1.,"",2.25,"","","","","","",""
5.,"2/2/19",1.,6.,"OPERADOR7","SAP-1726","","NOMBREDEPEDIDO20","TIPODEPRODUCTO1","48CM","","SAP-1726","10:05:00 AM","12:10:00 PM","","","",2.08,"","","","","","",""
5.,"2/2/19",1.,6.,"OPERADOR7","SAP-1726","","NOMBREDEPEDIDO20","TIPODEPRODUCTO1","48CM","","SAP-1726","12:00:00 PM","1:35:00 PM","","","",1.58,"","","","","","",""
5.,"2/2/19",1.,5.,"OPERADOR3","SAP-1708","","NOMBREDEPEDIDO66","TIPODEPRODUCTO2","63.5CM","","SAP-1708-5-1","9:00:00 AM","10:15:00 AM",102.,"","",1.25,"","","","","","",""
5.,"2/2/19",1.,5.,"OPERADOR3","SAP-1708","","NOMBREDEPEDIDO66","TIPODEPRODUCTO2","63.5CM","","SAP-1708-4-1","11:00:00 AM","12:15:00 PM",95.,"","",1.25,"","","","","","",""
5.,"2/2/19",1.,5.,"OPERADOR3","SAP-1708","","NOMBREDEPEDIDO66","TIPODEPRODUCTO2","63.5CM","","SAP-1708-6-1","12:30:00 PM","2:00:00 PM",130.,"","",1.5,"","","","","","",""
5.,"2/2/19",1.,5.,"OPERADOR3","SAP-1708","","NOMBREDEPEDIDO66","TIPODEPRODUCTO2","63.5CM","","AJUSTE","","","",2.,"",0.,"","","","","","",""
5.,"2/2/19",2.,7.,"OPERADOR2","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","86CM","","SAP-1724-13-1","2:15:00 PM","3:55:00 PM",225.,"","",1.67,"","","","","","",""
5.,"2/2/19",2.,7.,"OPERADOR2","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","86CM","","SAP-1724-14-1","4:00:00 PM","5:00:00 PM",120.,"","",1.,"","","","","","",""
5.,"2/2/19",2.,7.,"OPERADOR2","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","86CM","","SAP-1724-4-2","5:00:00 PM","6:10:00 PM",99.,"","",1.17,"","","","","","",""
5.,"2/2/19",2.,7.,"OPERADOR2","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","86CM","","SAP-1724-15-1","6:45:00 PM","7:15:00 PM",70.,"","",0.5,"","","","","","",""
5.,"2/2/19",2.,7.,"OPERADOR2","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","86CM","","SAP-1724-1-2","7:25:00 PM","8:00:00 PM",91.,"","",0.58,"","","","","","",""
5.,"2/2/19",2.,7.,"OPERADOR2","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","86CM","","SAP-1724-16-1","8:05:00 PM","9:30:00 PM",200.,"","",1.42,"","","","","","",""
6.,"2/5/19",1.,7.,"OPERADOR5","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","86CM","","SAP-1724-16-1","6:20:00 AM","7:00:00 AM",33.,"","",0.67,"","","","","","",""
6.,"2/5/19",1.,7.,"OPERADOR5","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","86CM","","SAP-1724-5-1","7:20:00 AM","7:40:00 AM",55.,"","",0.33,"","","","","","",""
6.,"2/5/19",1.,7.,"OPERADOR5","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","86CM","","SAP-1724-2-1","7:45:00 AM","8:20:00 AM",53.,"","",0.58,"","","","","","",""
6.,"2/5/19",1.,7.,"OPERADOR5","SAP-1724","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","86CM","","SAP-1724-17-1","8:25:00 AM","9:00:00 AM",92.,"","",0.58,"","","","","","",""
6.,"2/5/19",1.,6.,"OPERADOR4","SAP-1726","","NOMBREDEPEDIDO20","TIPODEPRODUCTO1","48CM","","SAP-1726-1-1","6:15:00 AM","8:40:00 AM",78.,"","",2.42,"","","","","","",""
6.,"2/5/19",1.,6.,"OPERADOR4","SAP-1726","","NOMBREDEPEDIDO20","TIPODEPRODUCTO1","48CM","","SAP-1726-5-1","8:50:00 AM","10:20:00 AM",73.,"","",1.5,"","","","","","",""
6.,"2/5/19",1.,6.,"OPERADOR4","SAP-1726","","NOMBREDEPEDIDO20","TIPODEPRODUCTO1","48CM","","SAP-1726-1-1","10:28:00 AM","12:15:00 PM",64.,"","",1.78,"","","","","","",""
6.,"2/5/19",1.,7.,"OPERADOR5","SAP-1724A","","NOMBREDEPEDIDO23","TIPODEPRODUCTO6","60CM","","SAP-1724A-2-1","10:00:00 AM","11:00:00 AM",79.,"","",1.,"","","","","","",""
6.,"2/5/19",1.,7.,"OPERADOR5","SAP-1724A","","NOMBREDEPEDIDO23","TIPODEPRODUCTO6","60CM","","SAP-1724A-2-1","11:15:00 AM","12:20:00 PM",84.,"","",1.08,"","","","","","",""
6.,"2/5/19",1.,7.,"OPERADOR5","SAP-1724A","","NOMBREDEPEDIDO23","TIPODEPRODUCTO6","60CM","","SAP-1724A-4-1","12:35:00 PM","1:50:00 PM",118.,"","",1.25,"","","","","","",""
6.,"2/5/19",1.,5.,"OPERADOR1","SAP-1708","","NOMBREDEPEDIDO28","TIPODEPRODUCTO2","63.5CM","","SAP-1708-1-1","6:40:00 AM","8:20:00 AM",120.,"","",1.67,"","","","","","",""
6.,"2/5/19",1.,5.,"OPERADOR1","SAP-1708","","NOMBREDEPEDIDO28","TIPODEPRODUCTO2","63.5CM","","SAP-1708-3-1","8:30:00 AM","10:10:00 AM",137.,"","",1.67,"","","","","","",""
6.,"2/5/19",1.,5.,"OPERADOR1","SAP-1708","","NOMBREDEPEDIDO28","TIPODEPRODUCTO2","63.5CM","","SAP-1708-2-1","11:10:00 AM","1:00:00 PM",168.,"","",1.83,"","","","","","",""
6.,"2/5/19",2.,7.,"OPERADOR2","SAP-1724A","","NOMBREDEPEDIDO23","TIPODEPRODUCTO6","60CM","","SAP-1724A-1-1","2:00:00 PM","3:00:00 PM",38.,"","",1.,"","","","","","",""
6.,"2/5/19",2.,7.,"OPERADOR2","SAP-1724A","","NOMBREDEPEDIDO23","TIPODEPRODUCTO6","60CM","","SAP-1724A-5-2","5:00:00 PM","7:00:00 PM",124.,"","",2.,"","","","","","",""
6.,"2/5/19",2.,5.,"OPERADOR3","SAP-1709","","NOMBREDEPEDIDO29","TIPODEPRODUCTO2","77.5CM","","AJUSTE","","","",3.,"",0.,"","","","","","",""
6.,"2/5/19",2.,5.,"OPERADOR3","SAP-1709","","NOMBREDEPEDIDO29","TIPODEPRODUCTO2","77.5CM","","SAP-1709-3-1","4:00:00 PM","4:40:00 PM",63.,"","",0.67,"","","","","","",""
6.,"2/5/19",2.,5.,"OPERADOR3","SAP-1709","","NOMBREDEPEDIDO29","TIPODEPRODUCTO2","77.5CM","","SAP-1709-3-2","4:50:00 PM","5:40:00 PM",64.,"","",0.83,"","","","","","",""
6.,"2/5/19",2.,5.,"OPERADOR3","SAP-1709","","NOMBREDEPEDIDO29","TIPODEPRODUCTO2","77.5CM","","SAP-1709-1-1","6:00:00 PM","7:00:00 PM",109.,"","",1.,"","","","","","",""
6.,"2/5/19",2.,5.,"OPERADOR3","SAP-1709","","NOMBREDEPEDIDO29","TIPODEPRODUCTO2","77.5CM","","SAP-1709-2-1","8:00:00 PM","9:20:00 PM",150.,"","",1.33,"","","","","","",""
6.,"2/6/19",1.,7.,"OPERADOR5","sap-1724a","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","60cM","","SAP-1724A-8-1","6:20:00 AM","8:10:00 AM",151.,"","",1.83,"","","","","","",""
6.,"2/6/19",1.,7.,"OPERADOR5","sap-1724a","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","60cM","","SAP-1724A-7-1","8:25:00 AM","9:50:00 AM",110.,"","",1.42,"","","","","","",""
6.,"2/6/19",1.,7.,"OPERADOR5","sap-1724a","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","60cM","","SAP-1724A-9-1","9:55:00 AM","11:00:00 AM",93.,"","",1.08,"","","","","","",""
6.,"2/6/19",1.,7.,"OPERADOR5","sap-1724a","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","60cM","","SAP-1724A-10-1","11:10:00 AM","12:50:00 PM",115.,"","",1.67,"","","","","","",""
6.,"2/6/19",1.,7.,"OPERADOR5","sap-1724a","","NOMBREDEPEDIDO23","TIPODEPRODUCTO1","60cM","","SAP-1724A-11-1","12:55:00 PM","2:00:00 PM",85.,"","",1.08,"","","","","","",""
6.,"2/6/19",1.,6.,"OPERADOR7","SAP-1727","","NOMBREDEPEDIDO11","TIPODEPRODUCTO1","76CM","","","3:05:00 PM","3:25:00 PM","",1.,"",0.33,"","","","","","",""
6.,"2/6/19",1.,6.,"OPERADOR7","SAP-1727","","NOMBREDEPEDIDO67","TIPODEPRODUCTO1","76CM","","SAP-1727-1-1","3:35:00 PM","5:40:00 PM",101.,"","",2.08,"","","","","","",""
6.,"2/6/19",2.,7.,"OPERADOR2","SAP-1724A","","NOMBREDEPEDIDO23","TIPODEPRODUCTO6","60CM","","SAP-1724A-13-1","2:30:00 PM","2:50:00 PM",32.,"","",0.33,"","","","","","",""
6.,"2/6/19",2.,7.,"OPERADOR2","SAP-1724A","","NOMBREDEPEDIDO23","TIPODEPRODUCTO6","60CM","","SAP-1724A-12-1","2:55:00 PM","3:00:00 PM",15.,"","",0.08,"","","","","","",""
6.,"2/6/19",2.,7.,"OPERADOR2","SAP-1724A","","NOMBREDEPEDIDO23","TIPODEPRODUCTO6","60CM","","SAP-1724A-6-3","3:05:00 PM","3:10:00 PM",15.,"","",0.08,"","","","","","",""
6.,"2/6/19",2.,7.,"OPERADOR2","SAP-1724A","","NOMBREDEPEDIDO23","TIPODEPRODUCTO6","60CM","","SAP-1724A-14-1","6:30:00 PM","8:15:00 PM",139.,"","",1.75,"","","","","","",""
6.,"2/7/19",1.,7.,"OPERADOR5","SAP-1724A","","NOMBREDEPEDIDO23","TIPODEPRODUCTO6","60CM","","SAP-1724A-15-1","6:20:00 AM","7:40:00 AM",96.,"","",1.33,"","","","","","",""
6.,"2/7/19",1.,7.,"OPERADOR5","SAP-1724A","","NOMBREDEPEDIDO23","TIPODEPRODUCTO6","60CM","","SAP-1724A-16-1","7:45:00 AM","9:00:00 AM",70.,"","",1.25,"","","","","","",""
6.,"2/7/19",1.,6.,"OPERADOR4","SAP-1727","","NOMBREDEPEDIDO67","TIPODEPRODUCTO1","76CM","","SAP-1727-2-1","6:10:00 AM","7:50:00 AM",54.,"","",1.67,"","","","","","",""
6.,"2/7/19",1.,6.,"OPERADOR4","SAP-1727","","NOMBREDEPEDIDO67","TIPODEPRODUCTO1","76CM","","SAP-1727-3-1","8:15:00 AM","10:30:00 AM",124.,"","",2.25,"","","","","","",""
6.,"2/7/19",1.,6.,"OPERADOR4","SAP-1727","","NOMBREDEPEDIDO67","TIPODEPRODUCTO1","76CM","","SAP-1727-5-1","10:40:00 AM","12:25:00 PM",86.,"","",1.75,"","","","","","",""
6.,"2/7/19",1.,6.,"OPERADOR4","SAP-1727","","NOMBREDEPEDIDO67","TIPODEPRODUCTO1","76CM","","SAP-1727-4-1","12:40:00 PM","2:00:00 PM",94.,"","",1.33,"","","","","","",""
6.,"2/7/19",1.,7.,"OPERADOR5","SAP-1726A","","NOMBREDEPEDIDO68","TIPODEPRODUCTO3","40CM","","SAP-1726A-5-1","9:30:00 AM","11:10:00 AM",50.,"","",1.67,"","","","","","",""
6.,"2/7/19",1.,7.,"OPERADOR5","SAP-1726A","","NOMBREDEPEDIDO68","TIPODEPRODUCTO3","40CM","","SAP-1726A-4-1","11:20:00 AM","1:00:00 PM",57.,"","",1.67,"","","","","","",""
6.,"2/7/19",1.,7.,"OPERADOR5","SAP-1726A","","NOMBREDEPEDIDO68","TIPODEPRODUCTO3","40CM","","SAP-1726A-2-1","1:05:00 PM","2:00:00 PM",73.,"","",0.92,"","","","","","",""
6.,"2/7/19",2.,7.,"OPERADOR2","SAP-1726A","","NOMBREDEPEDIDO68","TIPODEPRODUCTO3","40CM","","SAP-1726A","2:00:00 PM","4:00:00 PM",60.,"","",2.,"","","","","","",""
6.,"2/7/19",2.,7.,"OPERADOR2","SAP-1726A","","NOMBREDEPEDIDO68","TIPODEPRODUCTO3","40CM","","SAP-1726A","4:10:00 PM","7:30:00 PM",96.,"","",3.33,"","","","","","",""
6.,"2/7/19",2.,7.,"OPERADOR2","SAP-1741","","NOMBREDEPEDIDO69","TIPODEPRODUCTO4","37CM","","","7:30:00 PM","8:00:00 PM","","","",0.5,"","","","","","",""
6.,"2/7/19",2.,7.,"OPERADOR2","SAP-1741","","NOMBREDEPEDIDO69","TIPODEPRODUCTO1","37CM","","SAP1741-1-1","8:00:00 PM","9:25:00 PM",66.,"","",1.42,"","","","","","",""
6.,"2/7/19",2.,6.,"OPERADOR7","SAP-1728","","NOMBREDEPEDIDO11","TIPODEPRODUCTO1","76CM","","","2:35:00 PM","3:05:00 PM","","","",0.5,"","","","","","",""
6.,"2/7/19",2.,6.,"OPERADOR7","SAP-1728","","NOMBREDEPEDIDO70","TIPODEPRODUCTO1","76CM","","SAP-1728-2-1","3:15:00 PM","5:25:00 PM",120.,"","",2.17,"","","","","","",""
6.,"2/7/19",2.,6.,"OPERADOR7","SAP-1728","","NOMBREDEPEDIDO70","TIPODEPRODUCTO1","76CM","","SAP-1728-1-1","5:35:00 PM","8:05:00 PM",122.,"","",2.5,"","","","","","",""
6.,"2/7/19",2.,6.,"OPERADOR7","SAP-1729","","NOMBREDEPEDIDO11","TIPODEPRODUCTO1","76CM","","","8:10:00 PM","8:35:00 PM","","","",0.42,"","","","","","",""
6.,"2/7/19",2.,6.,"OPERADOR7","SAP-1729","","NOMBREDEPEDIDO71","TIPODEPRODUCTO1","76CM","","SAP-1729-1-1","8:40:00 PM","9:45:00 PM",62.,"","",1.08,"","","","","","",""
6.,"2/8/19",1.,7.,"OPERADOR5","sap-1741","","NOMBREDEPEDIDO69","TIPODEPRODUCTO1","37CM","","SAP-1741-3-1","6:20:00 AM","8:10:00 AM",85.,"","",1.83,"","","","","","",""
6.,"2/8/19",1.,7.,"OPERADOR5","sap-1741","","NOMBREDEPEDIDO69","TIPODEPRODUCTO1","37CM","","SAP-1741-4-1","8:20:00 AM","11:45:00 AM",100.,"","",3.42,"","","","","","",""
