FECHA,SEMANA,TURNO,HORA DE INICIO,RESPONSABLE,OPERADORES,NUMERO DE PEDIDO,SELL.,NOMBRE DEL PEDIDO,TIPO DE BOLSA,MEDIDA,CALIBRE,GPM (Golpes por minuto),TEMPERATURA DE SELLADO (INFERIOR),TEMPERATURA DE SELLADO (SUPERIOR),PESO/BULTO,KG/DE BOBINA,N° DE BULTOS,PROMEDIO,MILLARES,SERIALIZADO INICIO,SERIALIZADO FIN,PESO DE TROQUEL,MERMA EXTRUSION,CAUSAS EXTRUSION,MER IMPRESIÓN,CAUSAS IMPRESIÓN,IMPRESIÓN  MERMA POR PROCESO,MERMA SELLADO,CAUSAS SELLADO,BOLSA DE 2A,ORIGEN,CUARENTENA,BASURA,MUESTRAS,HORA FINAL,HORAS DE TRABAJO
15/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES27,SAP-1952A,SEL005,ZAVE-005,TIPODEBOLSA5,60X90,,,,,300,342,15,20,0,N/A,N/A,0,2,CAUSASEXTRUSION2,0,CAUSASIMPRESIÓN4,,2.04,CAUSASSELLADO1,0,,,1.04,0,14:00:00,8
15/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES7,sap-1994,SEL009,X24-003,TIPODEBOLSA1,29+17X57,60,,,,542.48,582,26,20.86,78,N/A,N/A,76.66,5,CAUSASEXTRUSION5,2,CAUSASIMPRESIÓN1,,0.7,CAUSASSELLADO1,0,,,0.51,0.08,14:00:00,8
15/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES22,SAP-1926,SEL008,FAUN-004,TIPODEBOLSA4,20X30,60,,,,96,172,6,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0.51,CAUSASIMPRESIÓN1,,1,CAUSASSELLADO1,0,,,0.1,0.2,14:00:00,8
15/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES5,SAP-1942,SEL011,POPO-001,TIPODEBOLSA2,30X60,200,,,,350,400,14,25,0,N/A,N/A,0,1.5,CAUSASEXTRUSION2,4,CAUSASIMPRESIÓN1,,1,CAUSASSELLADO1,0,,,0.63,0.15,14:00:00,8
15/04/2019,16,1,6:30:00 a. m.,RESPONSABLE8,OPERADORES12,SAP-1883,SEL012,TEVE-003,TIPODEBOLSA2,30X55+6+5,175,,,,172.67,129,7,24.67,10.5,4501,15000,,0,CAUSASEXTRUSION1,2.18,CAUSASIMPRESIÓN1,,1.3,CAUSASSELLADO1,0,,,0.08,0,14:00:00,7.5
15/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES32,SAP-1938A,SEL008,SHIF-002,TIPODEBOLSA4,20X30,60,,,,51.22,59,6,8.54,30,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0,CAUSASSELLADO2,0,,,0,0,14:00:00,8
15/04/2019,16,2,3:00:00 p. m.,RESPONSABLE1,OPERADORES18,SAP-1994,SEL009,X24-003,TIPODEBOLSA1,29+17X57,60,,,,332.18,403,16,20.76,48.6,N/A,N/A,45.28,6,CAUSASEXTRUSION2,4.95,CAUSASIMPRESIÓN1,,0.25,CAUSASSELLADO1,0,,,0.4,0,19:40:00,4.7
15/04/2019,16,2,7:45:00 p. m.,RESPONSABLE1,OPERADORES18,SAP-1994A,SEL009,X24-006,TIPODEBOLSA1,29+17X57,60,,,,184.4,414,9,20.49,27,N/A,N/A,26,0,CAUSASEXTRUSION1,3.99,CAUSASIMPRESIÓN1,,0.04,CAUSASSELLADO1,0,,,0.1,0,22:00:00,2.3
15/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES9,SAP-1883,SEL012,TEVE-003,TIPODEBOLSA2,30X55+6+5,175,,,,244,193,10,24.4,15,15001,30000,0,0,CAUSASEXTRUSION1,2,CAUSASIMPRESIÓN1,,1.88,CAUSASSELLADO1,0,,,0.32,0.09,22:00:00,8
15/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES10,SAP-1952A,SEL005,ZAVE-005,TIPODEBOLSA5,60X90,,,,,36.64,0,1,36.64,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0.68,CAUSASSELLADO1,0,,,0,0,16:15:00,2.3
15/04/2019,16,2,4:20:00 p. m.,RESPONSABLE1,OPERADORES10,SAP-1952,SEL005,ZAVE-004,TIPODEBOLSA5,550X70,,,,,190,200,19,10,0,N/A,N/A,0,0.7,CAUSASEXTRUSION2,0,CAUSASIMPRESIÓN4,,0.8,CAUSASSELLADO1,0,,,0.34,0.11,22:00:00,5.7
15/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES2,SAP-1942,SEL011,POPO-001,TIPODEBOLSA2,30X60,200,,,,375,368,15,25,0,N/A,N/A,0,0,CAUSASEXTRUSION1,1.25,CAUSASIMPRESIÓN1,,0.38,CAUSASSELLADO1,0,,,1.05,0.14,22:00:00,8
15/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES1,SAP-1914A,SEL010,ISSI-003,TIPODEBOLSA2,25X57,170,,,,225.86,320,13,17.37,0,N/A,N/A,0,0,CAUSASEXTRUSION1,7.87,CAUSASIMPRESIÓN6,,1.38,CAUSASSELLADO1,0,,,0.51,0,22:00:00,8
15/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES15,SAP-2000,SEL008,OFIX-004,TIPODEBOLSA4,38X58,60,,,,43.14,0,4,10.79,4,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0,CAUSASSELLADO2,0,,,0,0,16:00:00,2
15/04/2019,16,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES13,SAP-1952,SEL005,ZAVE-004,TIPODEBOLSA5,55X70,,,,,165.41,161,16,10.34,0,N/A,N/A,0,0.8,CAUSASEXTRUSION5,0,CAUSASIMPRESIÓN4,,2.16,CAUSASSELLADO5,0,,,0.7,0,5:45:00,7.8
15/04/2019,16,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES4,SAP-1926,SEL008,FAUN-004,TIPODEBOLSA4,20X30,60,,,,112,110,7,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,1.08,CAUSASIMPRESIÓN1,,0.21,CAUSASSELLADO1,0,,,0.09,0.04,6:00:00,8
15/04/2019,16,3,10:30:00 p. m.,RESPONSABLE2,OPERADORES15,SAP-1947,SEL009,POSI-001,TIPODEBOLSA1,27+15X51,90,,,,500,641,25,20,0,N/A,N/A,88.76,0,CAUSASEXTRUSION1,3,CAUSASIMPRESIÓN1,,0.36,CAUSASSELLADO1,14.76,IMP. Y EXT.,,0.86,0.07,5:45:00,7.3
15/04/2019,16,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES8,SAP-1914A,SEL010,ISSI-003,TIPODEBOLSA2,25X57,170,,,,265.28,183,15,17.69,22.5,N/A,N/A,0,0,CAUSASEXTRUSION1,4.12,CAUSASIMPRESIÓN1,,0.08,CAUSASSELLADO1,0,,,0.36,0.08,6:00:00,8
15/04/2019,16,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES11,SAP-1942,SEL011,POPO-001,TIPODEBOLSA2,30X60,200,,,,325,285,13,25,0,N/A,N/A,0,0,CAUSASEXTRUSION1,3.55,CAUSASIMPRESIÓN1,,1.35,CAUSASSELLADO1,0,,,0.16,0.12,6:00:00,8
15/04/2019,16,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-1883,SEL012,TEVE-003,TIPODEBOLSA2,30X55+6+5,175,,,,211.62,252,9,23.51,13.5,30001,43500,0,0,CAUSASEXTRUSION1,3.91,CAUSASIMPRESIÓN1,,1.9,CAUSASSELLADO4,0,,,0.4,0.11,5:50:00,7.8
16/04/2019,16,1,7:20:00 a. m.,RESPONSABLE8,OPERADORES22,SAP-2000,SEL003,OFIX-004,TIPODEBOLSA4,22+10X60,60,,,,134.36,124,13,10.34,13,N/A,N/A,0,0,CAUSASEXTRUSION1,0.85,CAUSASIMPRESIÓN1,,3,CAUSASSELLADO1,0,,,0.09,0.08,14:00:00,6.7
16/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES27,110419,SEL005,CHED-003,TIPODEBOLSA7,80X95,60,,,,132.21,197,23,5.75,5.75,N/A,N/A,0,0.5,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0.79,CAUSASSELLADO1,0,,,0,0,14:00:00,8
16/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES39,SAP-1926,SEL008,FAUN-004,TIPODEBOLSA4,20X30,60,,,,80,139,5,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0.85,CAUSASIMPRESIÓN1,,1,CAUSASSELLADO1,0,,,0.02,0,14:00:00,8
16/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES7,SAP-1947,SEL009,POSI-001,TIPODEBOLSA1,27+15X51,90,,,,600,,30,20,0,N/A,N/A,110.72,4.12,CAUSASEXTRUSION3,2.1,CAUSASIMPRESIÓN1,,1.4,CAUSASSELLADO1,0,,,0.22,0.09,14:00:00,8
16/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES6,SAP-1914A,SEL010,ISSI-003,TIPODEBOLSA2,25X57,170,,,,276.54,273,16,17.28,24,N/A,N/A,0,0,CAUSASEXTRUSION1,5,CAUSASIMPRESIÓN1,,0.01,CAUSASSELLADO1,0,,,0.43,0,14:00:00,8
16/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES5,SAP-1942,SEL011,POPO-001,TIPODEBOLSA2,30X60,200,,,,48.6,56,1,48.6,0,N/A,N/A,0,0,CAUSASEXTRUSION1,1.53,CAUSASIMPRESIÓN1,,0.5,CAUSASSELLADO1,0,,,0.16,0.11,10:00:00,4
16/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES1,SAP-1883,SEL012,TEVE-003,TIPODEBOLSA2,30X55+6+5,175,,,,170.73,132,7,24.39,10.5,43500,54000,0,0,CAUSASEXTRUSION1,1.7,CAUSASIMPRESIÓN1,,2.2,CAUSASSELLADO4,0,,,0.18,0.11,14:00:00,8
16/04/2019,16,1,10:00:00 a. m.,RESPONSABLE8,OPERADORES5,SAP-1941,SEL011,ROLL-002,TIPODEBOLSA2,40X78,280,,,,251.99,261,13,19.38,6.5,N/A,N/A,0,2,CAUSASEXTRUSION2,6,CAUSASIMPRESIÓN6,,1.62,CAUSASSELLADO1,0,,,0.7,0.23,14:00:00,4
16/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES32,SAP-1938A,SEL008,SHIF-002,TIPODEBOLSA4,20X30,60,,,,49.87,,5,9.97,29,N/A,N/A,0,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,14:00:00,8
16/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES15,SAP-2000,SEL003,OFIX-004,TIPODEBOLSA4,39X58,60,,,,7,,1,7,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0.38,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0,,,0,0,14:30:00,0.5
16/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES18,SAP-1947,SEL009,POSI-001,TIPODEBOLSA1,27+15X51,90,,,,236.8,274,11,21.53,0,N/A,N/A,37.45,0,CAUSASEXTRUSION1,2.03,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0,,,0.2,0,18:30:00,4.5
16/04/2019,16,2,6:30:00 p. m.,RESPONSABLE1,OPERADORES18,SAP-1994A,SEL009,X24-006,TIPODEBOLSA1,29+17X57,60,,,,349.99,318,17,20.59,51,N/A,N/A,47.8,0,CAUSASEXTRUSION1,1.45,CAUSASIMPRESIÓN1,,2.08,CAUSASSELLADO1,0,,,0.15,0,22:00:00,3.5
16/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES12,110419,SEL005,CHED-003,TIPODEBOLSA7,80X95,60,,,,57.77,0,10,5.78,2.5,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0,CAUSASSELLADO2,0,,,0,0,16:40:00,2.7
16/04/2019,16,2,5:00:00 p. m.,RESPONSABLE1,OPERADORES12,SAP1943,SEL005,FRES-002,TIPODEBOLSA5,50X100,300,,,,197.86,197.86,9,21.98,2.7,N/A,N/A,0,1.2,CAUSASEXTRUSION2,0,CAUSASIMPRESIÓN4,,5.8,CAUSASSELLADO1,0,,,0.4,0,22:00:00,5
16/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES9,SAP-1883,SEL012,TEVE-003,TIPODEBOLSA2,30X55+6+5,175,,,,24.46,0,1,24.46,1.5,54001,57000,0,0,CAUSASEXTRUSION1,1.27,CAUSASIMPRESIÓN1,,0.4,CAUSASSELLADO1,0,,,0.1,0,15:15:00,1.3
16/04/2019,16,2,4:20:00 p. m.,RESPONSABLE1,OPERADORES9,SAP-1951,SEL012,ULTR-001,TIPODEBOLSA2,25X57,170,,,,136.73,232,6,22.79,12,N/A,N/A,0,0,CAUSASEXTRUSION1,5.46,CAUSASIMPRESIÓN1,,0.31,CAUSASSELLADO1,0,,,0.12,0.08,22:00:00,5.7
16/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES2,SAP-1941,SEL011,ROLL-002,TIPODEBOLSA2,40X78,280,,,,387.39,407,20,19.37,10,N/A,N/A,0,0,CAUSASEXTRUSION1,15,CAUSASIMPRESIÓN1,,0.4,CAUSASSELLADO1,0,,,0.3,0.36,21:50:00,7.8
16/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES10,SAP-1914A,SEL010,ISSI-003,TIPODEBOLSA2,25X57,170,,,,259.02,330,15,17.27,22.5,N/A,N/A,0,0,CAUSASEXTRUSION1,2.05,CAUSASIMPRESIÓN1,,1,CAUSASSELLADO1,0,,,0.25,0.06,22:00:00,8
16/04/2019,16,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES13,SAP-1943,SEL005,FRES-002,TIPODEBOLSA2,50X100,300,,,,153.33,160,7,21.9,2.1,N/A,N/A,0,0.89,CAUSASEXTRUSION5,0,CAUSASIMPRESIÓN4,,1.1,CAUSASSELLADO1,0,,,0,0,3:00:00,5
16/04/2019,16,3,4:10:00 a. m.,RESPONSABLE2,OPERADORES13,SAP-150419,SEL005,CHED-003,TIPODEBOLSA7,80X95,60,,,,35.15,207,6,5.86,1.5,N/A,N/A,0,0.38,CAUSASEXTRUSION5,0,CAUSASIMPRESIÓN4,,0.7,CAUSASSELLADO1,0,,,0.16,0,5:45:00,1.6
16/04/2019,16,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES4,SAP-1926,SEL008,FAUN-004,TIPODEBOLSA4,20X30,60,,,,112,0,7,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0.21,CAUSASSELLADO1,0,,,0,0.04,6:00:00,8
16/04/2019,16,3,10:20:00 p. m.,RESPONSABLE2,OPERADORES15,SAP-1994A,SEL009,X24-006,TIPODEBOLSA1,29+17X57,60,,,,540.52,529,26,20.79,78,N/A,N/A,72.27,2.44,CAUSASEXTRUSION3,4,CAUSASIMPRESIÓN1,,0.5,CAUSASSELLADO1,0,,,0.77,0.06,5:40:00,7.3
16/04/2019,16,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES8,SAP-1914A,SEL010,ISSI-003,TIPODEBOLSA2,25X57,170,,,,275.22,225,16,17.2,24,N/A,N/A,0,0,CAUSASEXTRUSION1,4.81,CAUSASIMPRESIÓN1,,0.08,CAUSASSELLADO1,0,,,0.47,0.07,6:00:00,8
16/04/2019,16,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES11,SAP-1916,SEL011,HOSO-001,TIPODEBOLSA2,30X59,190,,,,325,354,13,25,0,N/A,N/A,0,0,CAUSASEXTRUSION1,1.56,CAUSASIMPRESIÓN1,,0.15,CAUSASSELLADO1,0,,,0.32,0.11,6:00:00,8
16/04/2019,16,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-1951,SEL012,ULTR-001,TIPODEBOLSA2,25X57,170,,,,234.8,150,10,23.48,20.7,N/A,N/A,0,0,CAUSASEXTRUSION1,3.4,CAUSASIMPRESIÓN1,,0.13,CAUSASSELLADO1,0,,,0.4,0.05,5:50:00,7.8
17/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES27,SAP-1943,SEL005,FRES-002,TIPODEBOLSA2,50X100,300,,,,291.38,381,14,20.81,4.2,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,3.18,CAUSASSELLADO1,0,,,0,0,14:00:00,8
17/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES32,SAP-1926,SEL008,FAUN-004,TIPODEBOLSA4,20X30,60,,,,128,134,8,16,0,N/A,N/A,0,0.55,CAUSASEXTRUSION2,0,CAUSASIMPRESIÓN4,,0,CAUSASSELLADO2,0,,,0,0,14:00:00,8
17/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES7,SAP-1994A,SEL009,X24-006,TIPODEBOLSA1,29+17X57,60,,,,555.42,587,27,20.57,81,N/A,N/A,75.29,2.16,CAUSASEXTRUSION3,1,CAUSASIMPRESIÓN1,,0.54,CAUSASSELLADO1,0,,,0.27,0,14:00:00,8
17/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES6,SAP-1914A,SEL010,ISSI-003,TIPODEBOLSA2,25X57,170,,,,278.22,283,16,17.39,24,N/A,N/A,0,0,CAUSASEXTRUSION1,3.2,CAUSASIMPRESIÓN6,,0.16,CAUSASSELLADO1,0,,,0.63,0.04,14:00:00,8
17/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES5,SAP-1916,SEL011,HOSO-001,TIPODEBOLSA2,30X59,190,,,,325,304,13,25,0,N/A,N/A,0,1,CAUSASEXTRUSION2,3.3,CAUSASIMPRESIÓN1,,1,CAUSASSELLADO1,0,,,0.65,0.12,14:00:00,8
17/04/2019,16,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES12,SAP-1914,SEL012,ISSI-001,TIPODEBOLSA2,20.5X32+2.5+4,150,,,,110.84,138,5,22.17,20,N/A,N/A,0,0,CAUSASEXTRUSION1,2.23,CAUSASIMPRESIÓN1,,1.14,CAUSASSELLADO1,0,,,0.15,0.05,14:00:00,8
17/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES1,SAP-1914A,SEL010,ISSI-003,TIPODEBOLSA2,25X57,170,,,,97.63,60,5,19.53,8.6,N/A,N/A,0,0,CAUSASEXTRUSION1,3,CAUSASIMPRESIÓN1,,1.39,CAUSASSELLADO1,0,,,0.12,0,17:00:00,3
17/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES9,SAP-1914,SEL012,ISSI-001,TIPODEBOLSA2,20.5X32+2.5+4,150,,,,133.44,146,6,22.24,24,N/A,N/A,0,0,CAUSASEXTRUSION1,4,CAUSASIMPRESIÓN6,,0.71,CAUSASSELLADO1,0,,,0.2,0.05,22:00:00,8
17/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES2,SAP-1916,SEL011,HOSO-001,TIPODEBOLSA2,30X59,190,,,,350,361,14,25,0,N/A,N/A,0,0,CAUSASEXTRUSION1,2.12,CAUSASIMPRESIÓN1,,0.33,CAUSASSELLADO1,0,,,0.68,0.14,21:50:00,7.8
17/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES18,SAP-1994A,SEL009,X24-006,TIPODEBOLSA1,29+17X57,60,,,,39.11,55,1,39.11,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,2.23,CAUSASSELLADO1,0,,,0,0,16:00:00,2
17/04/2019,16,2,4:00:00 p. m.,RESPONSABLE1,OPERADORES18,SAP-2012,SEL009,POFE-003,TIPODEBOLSA1,30+18X51,70,,,,240,290,12,20,0,N/A,N/A,36.74,0,CAUSASEXTRUSION1,0.8,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,2.24,,,0.2,0,22:00:00,6
17/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES10,SAP-1943,SEL005,FRES-002,TIPODEBOLSA5,50X100,300,,,,93.66,0,4,23.42,1.25,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0,CAUSASSELLADO2,0,,,0,0,16:30:00,2.5
17/04/2019,16,2,4:35:00 p. m.,RESPONSABLE1,OPERADORES10,110419,SEL005,CHED-003,TIPODEBOLSA7,80X95,60,,,,84.18,0,14,6.01,3.5,N/A,N/A,0,1.91,CAUSASEXTRUSION2,0,CAUSASIMPRESIÓN4,,0.9,CAUSASSELLADO1,0,,,0.24,0.12,22:00:00,5.4
17/04/2019,16,2,6:00:00 p. m.,RESPONSABLE1,OPERADORES1,SAP-1995,SEL010,TEPU-004,TIPODEBOLSA2,30X59+6+9,140,,,,0,164,0,#DIV/0!,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,10.11,CAUSASSELLADO1,0,,,0,0,22:00:00,4
17/04/2019,16,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES13,110419,SEL005,CHED-003,TIPODEBOLSA7,80X95,60,,,,166.31,0,28,5.94,7,N/A,N/A,0,1.07,CAUSASEXTRUSION5,0,CAUSASIMPRESIÓN4,,0.99,CAUSASSELLADO1,0,,,0,0,5:35:00,7.6
17/04/2019,16,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES4,SAP-1926,SEL008,FAUN-004,TIPODEBOLSA4,20X30,60,,,,80,108,5,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0.56,CAUSASIMPRESIÓN1,,0.19,CAUSASSELLADO1,0,,,0.07,0.04,6:00:00,8
17/04/2019,16,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES8,SAP-1995,SEL010,TEPU-004,TIPODEBOLSA2,30X59+6+9,140,,,,109.96,0,5,21.99,7.5,1,7500,0,8,CAUSASEXTRUSION2,15.65,CAUSASIMPRESIÓN5,,9,CAUSASSELLADO1,0,,,0.35,0,6:00:00,8
17/04/2019,16,3,10:30:00 p. m.,RESPONSABLE2,OPERADORES15,SAP-1916,SEL011,HOSO-001,TIPODEBOLSA2,30X59,190,,,,100,88,4,25,0,N/A,N/A,0,0,CAUSASEXTRUSION1,2.3,CAUSASIMPRESIÓN1,,0.13,CAUSASSELLADO1,0,,,0.31,0.13,1:00:00,2.5
17/04/2019,16,3,2:00:00 a. m.,RESPONSABLE2,OPERADORES15,SAP-1899,SEL011,CRPO-002,TIPODEBOLSA2,30X60+4,175,,,,46.76,78,2,23.38,3,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0.36,CAUSASSELLADO1,0,,,0.19,0.11,5:20:00,3.3
17/04/2019,16,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-1914,SEL012,ISSI-001,TIPODEBOLSA2,20.5X32+2.5+4,150,,,,111.85,112,5,22.37,20,N/A,N/A,0,0,CAUSASEXTRUSION1,3.95,CAUSASIMPRESIÓN1,,0.8,CAUSASSELLADO1,0,,,0.35,0.05,5:45:00,7.8
18/04/2019,16,1,6:00:00 a. m.,RESPONSABLE2,OPERADORES13,110419,SEL005,CHED-003,TIPODEBOLSA7,80X95,60,,,,199.34,197,33,6.04,8.25,N/A,N/A,0,0.44,CAUSASEXTRUSION5,0,CAUSASIMPRESIÓN4,,0.54,CAUSASSELLADO1,0,,,0.12,0,14:40:00,8.7
18/04/2019,16,1,6:00:00 a. m.,RESPONSABLE2,OPERADORES8,SAP-1926,SEL008,FAUN-004,TIPODEBOLSA4,20X30,60,,,,128,131,8,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0.9,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0,,,0.2,0.02,14:00:00,8
18/04/2019,16,1,8:00:00 a. m.,RESPONSABLE2,OPERADORES39,SAP-2012,SEL009,POFE-003,TIPODEBOLSA1,30+18X51,70,,,,67.56,70,3,22.52,0,N/A,N/A,10.2,0,CAUSASEXTRUSION1,1,CAUSASIMPRESIÓN1,,0.14,CAUSASSELLADO1,0.25,IMP. Y SELL,,0.07,0,10:00:00,2
18/04/2019,16,1,6:00:00 a. m.,RESPONSABLE2,OPERADORES7,SAP-1995,SEL010,TEPU-004,TIPODEBOLSA2,30X59+6+9,140,,,,133.05,194,6,22.18,9,7501,16500,0,3.5,CAUSASEXTRUSION2,3.42,CAUSASIMPRESIÓN1,,4,CAUSASSELLADO1,0,,,0.74,0,11:30:00,5.5
18/04/2019,16,1,11:30:00 a. m.,RESPONSABLE2,OPERADORES7,SAP-1968,SEL010,VIHU-002,TIPODEBOLSA2,28X57,180,,,,106.2,165,5,21.24,7.5,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0.7,CAUSASSELLADO1,0,,,0.17,0,14:00:00,2.5
18/04/2019,16,1,6:00:00 a. m.,RESPONSABLE2,OPERADORES5,SAP-1899,SEL011,CRPO-002,TIPODEBOLSA2,30X60+4,175,,,,115.88,155,5,23.18,7.5,N/A,N/A,0,0,CAUSASEXTRUSION1,1.9,CAUSASIMPRESIÓN1,,2.5,CAUSASSELLADO1,0,,,0.23,0.12,14:00:00,8
18/04/2019,16,1,6:00:00 a. m.,RESPONSABLE2,OPERADORES12,SAP-1914,SEL012,ISSI-001,TIPODEBOLSA2,20.5X32+2.5+4,150,,,,18.96,12,1,18.96,3.4,N/A,N/A,0,0,CAUSASEXTRUSION1,3.4,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0,,,0.1,0,8:00:00,2
18/04/2019,16,1,8:30:00 a. m.,RESPONSABLE2,OPERADORES12,SAP-1956,SEL012,SAMA-001,TIPODEBOLSA2,22.5X54,175,,,,156.96,231,8,19.62,16,N/A,N/A,0,0,CAUSASEXTRUSION1,0.98,CAUSASIMPRESIÓN1,,0.45,CAUSASSELLADO1,0,,,0.5,0.08,14:00:00,5.5
18/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES10,110419,SEL005,CHED-003,TIPODEBOLSA7,80X95,60,,,,177.04,304,29,6.1,7.25,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,1.31,CAUSASSELLADO1,0,,,0.17,0.08,22:00:00,8
18/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES1,SAP-1968,SEL010,VIHU-002,TIPODEBOLSA2,28X57,180,,,,265.41,298,13,20.42,19.5,N/A,N/A,0,0,CAUSASEXTRUSION1,2,CAUSASIMPRESIÓN1,,1,CAUSASSELLADO1,0,,,0.39,0,22:00:00,8
18/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES4,SAP-1926,SEL008,FAUN-004,TIPODEBOLSA4,20X30,60,,,,128,113,8,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,1.09,CAUSASIMPRESIÓN1,,0.08,CAUSASSELLADO1,0,,,0.13,0.02,22:00:00,8
18/04/2019,16,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES2,SAP-1899,SEL011,CRPO-002,TIPODEBOLSA2,30X60+4,175,,,,207.94,140,9,23.1,13.5,N/A,N/A,0,0,CAUSASEXTRUSION1,1.76,CAUSASIMPRESIÓN1,,0.76,CAUSASSELLADO1,0,,,0.46,0.14,21:45:00,7.8
