,SEMANA,FECHA,TURNO,IMPRESORA,OPERADOR,N° DE PEDIDO,CLAVE SAP,NOMBRE DE PEDIDO,TIPO DE PRODUCTO,ANCHO DE PELICULA,TINTAS,FOLIO DEL ROLLO,HORA INICIO,HORA FINAL,PESO DE ROLLO,RECUPERADO,% DE RECUP,HORAS DE TRABAJO,DISCO,year,month,day,week,date
1117,10.0,2019-03-08,2.0,6.0,OPERADOR7,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-6-1,4:50:00 PM,5:25:00 PM,8.,,,0.58,,2019,3,8,10,2019-03-08
1118,10.0,2019-03-08,2.0,6.0,OPERADOR7,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-6-3,5:40:00 PM,6:15:00 PM,9.,,,0.58,,2019,3,8,10,2019-03-08
1119,10.0,2019-03-08,2.0,6.0,OPERADOR7,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-3-1,6:30:00 PM,7:05:00 PM,10.,,,0.58,,2019,3,8,10,2019-03-08
1120,10.0,2019-03-08,2.0,6.0,OPERADOR7,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-3-3,7:45:00 PM,8:20:00 PM,10.,,,0.58,,2019,3,8,10,2019-03-08
1121,10.0,2019-03-08,2.0,6.0,OPERADOR7,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-3-5,8:35:00 PM,9:10:00 PM,10.,,,0.58,,2019,3,8,10,2019-03-08
1122,10.0,2019-03-08,2.0,6.0,OPERADOR7,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-3-6,9:20:00 PM,9:55:00 PM,9.,,,0.58,,2019,3,8,10,2019-03-08
1123,10.0,2019-03-08,1.0,5.0,OPERADOR1,SAP-40319A,,NOMBREDEPEDIDO120,TIPODEPRODUCTO4,100CM,,,6:40:00 AM,9:00:00 AM,,7.,,2.33,,2019,3,8,10,2019-03-08
1124,10.0,2019-03-08,1.0,5.0,OPERADOR1,SAP-40319A,,NOMBREDEPEDIDO120,TIPODEPRODUCTO10,100CM,,SAP-40319A-1-1,11:00:00 AM,11:50:00 AM,61.,,,0.83,,2019,3,8,10,2019-03-08
1125,10.0,2019-03-08,1.0,5.0,OPERADOR1,SAP-40319A,,NOMBREDEPEDIDO120,TIPODEPRODUCTO10,100CM,,SAP-40319A-2-1,12:20:00 PM,1:30:00 PM,81.,,,1.17,,2019,3,8,10,2019-03-08
1126,10.0,2019-03-09,1.0,7.0,OPERADOR5,SAP-1840,,NOMBREDEPEDIDO123,TIPODEPRODUCTO1,40CM,,SAP-1840-2-1,6:20:00 AM,7:00:00 AM,36.,,,0.67,,2019,3,9,10,2019-03-09
1127,10.0,2019-03-09,1.0,7.0,OPERADOR5,SAP-1840,,NOMBREDEPEDIDO123,TIPODEPRODUCTO1,40CM,,SAP-1840-1-1,7:05:00 AM,8:00:00 AM,38.,,,0.92,,2019,3,9,10,2019-03-09
1128,10.0,2019-03-09,1.0,7.0,OPERADOR5,SAP-1840,,NOMBREDEPEDIDO123,TIPODEPRODUCTO1,40CM,,SAP-1840-4-1,8:05:00 AM,10:30:00 AM,80.,,,2.42,,2019,3,9,10,2019-03-09
1129,10.0,2019-03-09,1.0,7.0,OPERADOR5,SAP-1856,,NOMBREDEPEDIDO125,TIPODEPRODUCTO1,42CM,,SAP-18/56-1-1,11:50:00 AM,2:00:00 PM,97.,,,2.17,,2019,3,9,10,2019-03-09
1130,10.0,2019-03-09,1.0,4.0,OPERADOR8,SAP-1822,,NOMBREDEPEDIDO118,TIPODEPRODUCTO2,60CM,,SAP-1822-16-1,7:30:00 AM,9:00:00 AM,126.,2.,,1.5,,2019,3,9,10,2019-03-09
1131,10.0,2019-03-09,1.0,4.0,OPERADOR8,SAP-1822,,NOMBREDEPEDIDO118,TIPODEPRODUCTO2,60CM,,SAP-1822-16-2,9:30:00 AM,10:30:00 AM,50.,,,1.,,2019,3,9,10,2019-03-09
1132,10.0,2019-03-09,1.0,4.0,OPERADOR8,SAP-1822,,NOMBREDEPEDIDO118,TIPODEPRODUCTO2,60CM,,SAP-1822-17-1,12:30:00 PM,1:35:00 PM,70.,,,1.08,,2019,3,9,10,2019-03-09
1133,10.0,2019-03-09,1.0,5.0,OPERADOR1,SAP-40319A,,NOMBREDEPEDIDO120,TIPODEPRODUCTO10,100CM,,SAP-40319A-4-1,9:00:00 AM,10:10:00 AM,89.,,,1.17,,2019,3,9,10,2019-03-09
1134,10.0,2019-03-09,1.0,5.0,OPERADOR1,SAP-40319A,,NOMBREDEPEDIDO120,TIPODEPRODUCTO10,100CM,,SAP-40319A-4-2,11:00:00 AM,12:10:00 PM,89.,,,1.17,,2019,3,9,10,2019-03-09
1135,10.0,2019-03-09,1.0,5.0,OPERADOR1,SAP-1826,,NOMBREDEPEDIDO21,TIPODEPRODUCTO4,,,,12:20:00 PM,1:50:00 PM,,3.,,1.5,,2019,3,9,10,2019-03-09
1136,10.0,2019-03-09,2.0,4.0,OPERADOR6,SAP-1823,,NOMBREDEPEDIDO118,TIPODEPRODUCTO4,90CM,,,2:00:00 PM,3:00:00 PM,0.,,,1.,,2019,3,9,10,2019-03-09
1137,10.0,2019-03-09,2.0,4.0,OPERADOR6,SAP-1823,,NOMBREDEPEDIDO118,TIPODEPRODUCTO2,90CM,,SAP-1823-2-1,3:05:00 PM,4:10:00 PM,144.,3.,,1.08,,2019,3,9,10,2019-03-09
1138,10.0,2019-03-09,2.0,4.0,OPERADOR6,SAP-1823,,NOMBREDEPEDIDO118,TIPODEPRODUCTO2,90CM,,SAP-1823-3-1,4:20:00 PM,5:15:00 PM,116.,,,0.92,,2019,3,9,10,2019-03-09
1139,10.0,2019-03-09,2.0,4.0,OPERADOR6,SAP-1823,,NOMBREDEPEDIDO118,TIPODEPRODUCTO2,90CM,,SAP-1823-4-1,5:25:00 PM,6:35:00 PM,116.,,,1.17,,2019,3,9,10,2019-03-09
1140,10.0,2019-03-09,2.0,4.0,OPERADOR6,SAP-1823,,NOMBREDEPEDIDO118,TIPODEPRODUCTO2,90CM,,SAP-1823-5-1,7:15:00 PM,8:25:00 PM,120.,,,1.17,,2019,3,9,10,2019-03-09
1141,10.0,2019-03-09,2.0,4.0,OPERADOR6,SAP-1823,,NOMBREDEPEDIDO118,TIPODEPRODUCTO2,90CM,,SAP-1823-1-1,8:40:00 PM,9:15:00 PM,55.,,,0.58,,2019,3,9,10,2019-03-09
1142,10.0,2019-03-09,2.0,5.0,OPERADOR3,SAP-1826,,NOMBREDEPEDIDO21,TIPODEPRODUCTO2,60CM,,SAP-1826-2-1,2:30:00 PM,3:45:00 PM,97.,,,1.25,,2019,3,9,10,2019-03-09
1143,10.0,2019-03-09,2.0,5.0,OPERADOR3,SAP-1826,,NOMBREDEPEDIDO21,TIPODEPRODUCTO2,60CM,,SAP-1826-3-1,4:00:00 PM,5:15:00 PM,85.,,,1.25,,2019,3,9,10,2019-03-09
1144,10.0,2019-03-09,2.0,5.0,OPERADOR3,SAP-1826,,NOMBREDEPEDIDO21,TIPODEPRODUCTO2,60CM,,SAP-1826-3-2,5:40:00 PM,7:00:00 PM,84.,,,1.33,,2019,3,9,10,2019-03-09
1145,10.0,2019-03-09,2.0,5.0,OPERADOR3,SAP-1826,,NOMBREDEPEDIDO21,TIPODEPRODUCTO2,60CM,,SAP-1826-1-1,8:15:00 PM,9:20:00 PM,69.,,,1.08,,2019,3,9,10,2019-03-09
1146,10.0,2019-03-08,2.0,5.0,OPERADOR3,SAP-40319-A,,NOMBREDEPEDIDO120,TIPODEPRODUCTO11,100CM,,SAP-040319-A-3-1,3:30:00 PM,4:50:00 PM,78.,,,1.33,,2019,3,8,10,2019-03-08
1147,10.0,2019-03-08,2.0,5.0,OPERADOR3,SAP-40319-A,,NOMBREDEPEDIDO120,TIPODEPRODUCTO11,100CM,,SAP-040319-A-2-2,5:00:00 PM,6:15:00 PM,78.,,,1.25,,2019,3,8,10,2019-03-08
1148,10.0,2019-03-08,2.0,5.0,OPERADOR3,SAP-40319-A,,NOMBREDEPEDIDO120,TIPODEPRODUCTO11,100CM,,SAP-040319-A-3-2,6:20:00 PM,7:30:00 PM,77.,,,1.17,,2019,3,8,10,2019-03-08
1149,10.0,2019-03-08,2.0,5.0,OPERADOR3,SAP-40319-A,,NOMBREDEPEDIDO120,TIPODEPRODUCTO11,100CM,,SAP-040319-A-1-2,8:00:00 PM,9:00:00 PM,60.,,,1.,,2019,3,8,10,2019-03-08
1150,10.0,2019-03-09,2.0,6.0,OPERADOR7,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-2-3,2:15:00 PM,2:40:00 PM,10.,,,0.42,,2019,3,9,10,2019-03-09
1151,10.0,2019-03-09,2.0,6.0,OPERADOR7,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-2-4,2:50:00 PM,3:25:00 PM,12.,,,0.58,,2019,3,9,10,2019-03-09
1152,10.0,2019-03-09,2.0,6.0,OPERADOR7,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-4-1,3:40:00 PM,4:10:00 PM,17.,,,0.5,,2019,3,9,10,2019-03-09
1153,10.0,2019-03-09,2.0,6.0,OPERADOR7,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-4-2,4:30:00 PM,5:05:00 PM,16.,,,0.58,,2019,3,9,10,2019-03-09
1154,11.0,2019-03-11,1.0,5.0,OPERADOR6,SAP-1832,,NOMBREDEPEDIDO126,TIPODEPRODUCTO2,60CM,,,6:00:00 AM,7:40:00 AM,0.,,,1.67,,2019,3,11,11,2019-03-11
1155,11.0,2019-03-11,1.0,5.0,OPERADOR6,SAP-1832,,NOMBREDEPEDIDO126,TIPODEPRODUCTO2,60CM,,SAP-1832-3-1,7:50:00 AM,9:20:00 AM,104.,2.,,1.5,,2019,3,11,11,2019-03-11
1156,11.0,2019-03-11,1.0,5.0,OPERADOR6,SAP-1832,,NOMBREDEPEDIDO126,TIPODEPRODUCTO2,60CM,,SAP-1832-5-1,9:30:00 AM,11:05:00 AM,106.,,,1.58,,2019,3,11,11,2019-03-11
1157,11.0,2019-03-11,1.0,5.0,OPERADOR6,SAP-1832,,NOMBREDEPEDIDO126,TIPODEPRODUCTO2,60CM,,SAP-1832-1-1,11:10:00 AM,12:20:00 PM,144.,,,1.17,,2019,3,11,11,2019-03-11
1158,11.0,2019-03-11,1.0,5.0,OPERADOR6,SAP-1832,,NOMBREDEPEDIDO126,TIPODEPRODUCTO2,60CM,,SAP-1832-2-1,12:25:00 PM,2:00:00 PM,136.,,,1.58,,2019,3,11,11,2019-03-11
1159,10.0,2019-03-08,1.0,6.0,OPERADOR4,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-1-1,8:30:00 AM,8:50:00 AM,5.,,,0.33,,2019,3,8,10,2019-03-08
1160,10.0,2019-03-08,1.0,6.0,OPERADOR4,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-1-2,9:10:00 AM,9:30:00 AM,9.,,,0.33,,2019,3,8,10,2019-03-08
1161,10.0,2019-03-08,1.0,6.0,OPERADOR4,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-5-1,9:40:00 AM,10:00:00 AM,8.,,,0.33,,2019,3,8,10,2019-03-08
1162,10.0,2019-03-08,1.0,6.0,OPERADOR4,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-5-2,10:15:00 AM,10:40:00 AM,9.,,,0.42,,2019,3,8,10,2019-03-08
1163,10.0,2019-03-09,1.0,6.0,OPERADOR4,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-2-1,10:30:00 AM,10:50:00 AM,11.,,,0.33,,2019,3,9,10,2019-03-09
1164,10.0,2019-03-09,1.0,6.0,OPERADOR4,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-2-2,11:50:00 AM,12:15:00 PM,11.,,,0.42,,2019,3,9,10,2019-03-09
1165,11.0,2019-03-11,2.0,6.0,OPERADOR4,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-4-1,4:00:00 PM,4:30:00 PM,15.,,,0.5,,2019,3,11,11,2019-03-11
1166,11.0,2019-03-11,2.0,6.0,OPERADOR4,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-4-2,5:10:00 PM,5:40:00 PM,14.,,,0.5,,2019,3,11,11,2019-03-11
1167,11.0,2019-03-11,2.0,5.0,OPERADOR1,SAP-1832,,NOMBREDEPEDIDO126,TIPODEPRODUCTO2,60CM,,SAP-1832-4-1,3:40:00 PM,4:40:00 PM,94.,,,1.,,2019,3,11,11,2019-03-11
1168,11.0,2019-03-11,2.0,5.0,OPERADOR1,SAP-1834,,NOMBREDEPEDIDO111,TIPODEPRODUCTO4,90CM,,,4:45:00 PM,6:10:00 PM,,3.,,1.42,,2019,3,11,11,2019-03-11
1169,11.0,2019-03-11,2.0,5.0,OPERADOR1,SAP-1834,,NOMBREDEPEDIDO111,TIPODEPRODUCTO2,90CM,,SAP-1834-1-1,7:00:00 PM,7:35:00 PM,117.,,,0.58,,2019,3,11,11,2019-03-11
1170,11.0,2019-03-11,2.0,5.0,OPERADOR1,SAP-1834,,NOMBREDEPEDIDO111,TIPODEPRODUCTO2,90CM,,SAP-1834-2-1,7:40:00 PM,8:10:00 PM,97.,,,0.5,,2019,3,11,11,2019-03-11
1171,11.0,2019-03-11,2.0,5.0,OPERADOR1,SAP-1834,,NOMBREDEPEDIDO111,TIPODEPRODUCTO2,90CM,,SAP-1834-4-1,8:20:00 PM,9:05:00 PM,145.,,,0.75,,2019,3,11,11,2019-03-11
1172,11.0,2019-03-11,2.0,5.0,OPERADOR1,SAP-1834,,NOMBREDEPEDIDO111,TIPODEPRODUCTO2,90CM,,SAP-1834-5-1,9:10:00 PM,9:45:00 PM,104.,,,0.58,,2019,3,11,11,2019-03-11
1173,11.0,2019-03-11,2.0,7.0,OPERADOR8,SAP-1856,,NOMBREDEPEDIDO125,TIPODEPRODUCTO1,42CM,,SAP-1856-9-1,3:30:00 PM,4:30:00 PM,61.,,,1.,,2019,3,11,11,2019-03-11
1174,11.0,2019-03-11,2.0,7.0,OPERADOR8,SAP-1856,,NOMBREDEPEDIDO125,TIPODEPRODUCTO1,42CM,,SAP-1856-3-1,4:40:00 PM,5:45:00 PM,67.,,,1.08,,2019,3,11,11,2019-03-11
1175,11.0,2019-03-11,2.0,7.0,OPERADOR8,SAP-1856,,NOMBREDEPEDIDO125,TIPODEPRODUCTO1,42CM,,SAP-1856-6-1,5:55:00 PM,7:30:00 PM,77.,,,1.58,,2019,3,11,11,2019-03-11
1176,11.0,2019-03-11,2.0,7.0,OPERADOR8,SAP-1856,,NOMBREDEPEDIDO125,TIPODEPRODUCTO1,42CM,,SAP-1856-7-1,7:40:00 PM,8:50:00 PM,51.,,,1.17,,2019,3,11,11,2019-03-11
1177,11.0,2019-03-11,2.0,7.0,OPERADOR8,SAP-1856,,NOMBREDEPEDIDO125,TIPODEPRODUCTO1,42CM,,SAP-1856-10-1,9:00:00 PM,9:40:00 PM,50.,,,0.67,,2019,3,11,11,2019-03-11
1178,11.0,2019-03-12,1.0,5.0,OPERADOR6,SAP-1834,,NOMBREDEPEDIDO111,TIPODEPRODUCTO2,90CM,,SAP-1834-3-1,6:30:00 AM,7:50:00 AM,90.,,,1.33,,2019,3,12,11,2019-03-12
1179,11.0,2019-03-12,1.0,5.0,OPERADOR6,SAP-1839,,NOMBREDEPEDIDO19,TIPODEPRODUCTO4,90CM,,,8:00:00 AM,8:50:00 AM,0.,,,0.83,,2019,3,12,11,2019-03-12
1180,11.0,2019-03-12,1.0,5.0,OPERADOR6,SAP-1839,,NOMBREDEPEDIDO19,TIPODEPRODUCTO2,90CM,,SAP-1839-4-1,9:00:00 AM,11:05:00 AM,206.,,,2.08,,2019,3,12,11,2019-03-12
1181,11.0,2019-03-12,1.0,5.0,OPERADOR6,SAP-1839,,NOMBREDEPEDIDO19,TIPODEPRODUCTO2,90CM,,SAP-1839-2-1,11:15:00 AM,12:15:00 PM,114.,,,1.,,2019,3,12,11,2019-03-12
1182,11.0,2019-03-12,1.0,5.0,OPERADOR6,SAP-1839,,NOMBREDEPEDIDO19,TIPODEPRODUCTO2,90CM,,SAP-1839-3-1,12:25:00 PM,1:20:00 PM,84.,,,0.92,,2019,3,12,11,2019-03-12
1183,11.0,2019-03-12,1.0,5.0,OPERADOR6,SAP-1839,,NOMBREDEPEDIDO19,TIPODEPRODUCTO2,90CM,,SAP-1839-1-1,1:30:00 PM,2:00:00 PM,51.,,,0.5,,2019,3,12,11,2019-03-12
1184,11.0,2019-03-12,1.0,7.0,OPERADOR5,SAP-1835,,NOMBREDEPEDIDO127,TIPODEPRODUCTO2,61CM,,SAP-1835-1-1,10:30:00 AM,11:00:00 AM,40.,,,0.5,,2019,3,12,11,2019-03-12
1185,11.0,2019-03-12,1.0,7.0,OPERADOR5,SAP-1835,,NOMBREDEPEDIDO127,TIPODEPRODUCTO2,61CM,,SAP-1835-3-1,11:05:00 AM,11:50:00 AM,82.,,,0.75,,2019,3,12,11,2019-03-12
1186,11.0,2019-03-12,1.0,7.0,OPERADOR5,SAP-1835,,NOMBREDEPEDIDO127,TIPODEPRODUCTO2,61CM,,SAP-1835-2-1,11:55:00 AM,1:05:00 PM,118.,,,1.17,,2019,3,12,11,2019-03-12
1187,11.0,2019-03-12,1.0,7.0,OPERADOR5,SAP-1835,,NOMBREDEPEDIDO127,TIPODEPRODUCTO2,61CM,,SAP-1835-4-1,1:10:00 PM,1:30:00 PM,36.,,,0.33,,2019,3,12,11,2019-03-12
1188,11.0,2019-03-12,1.0,6.0,OPERADOR3,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-3-2,6:30:00 AM,7:00:00 AM,10.,,,0.5,,2019,3,12,11,2019-03-12
1189,11.0,2019-03-12,1.0,6.0,OPERADOR3,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-3-4,7:10:00 AM,7:40:00 AM,10.,,,0.5,,2019,3,12,11,2019-03-12
1190,11.0,2019-03-12,1.0,6.0,OPERADOR3,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-6-4,8:00:00 AM,8:30:00 AM,9.,,,0.5,,2019,3,12,11,2019-03-12
1191,11.0,2019-03-12,1.0,6.0,OPERADOR3,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-1-1,8:35:00 AM,9:05:00 AM,8.,,,0.5,,2019,3,12,11,2019-03-12
1192,11.0,2019-03-12,1.0,6.0,OPERADOR3,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-5-1,9:10:00 AM,9:30:00 AM,8.,,,0.33,,2019,3,12,11,2019-03-12
1193,11.0,2019-03-12,1.0,6.0,OPERADOR3,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-1-2,9:35:00 AM,10:00:00 AM,9.,,,0.42,,2019,3,12,11,2019-03-12
1194,11.0,2019-03-12,1.0,6.0,OPERADOR3,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-5-4,10:45:00 AM,11:20:00 AM,9.,,,0.58,,2019,3,12,11,2019-03-12
1195,11.0,2019-03-12,1.0,6.0,OPERADOR3,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-5-6,11:35:00 AM,12:15:00 PM,5.,,,0.67,,2019,3,12,11,2019-03-12
1196,11.0,2019-03-12,1.0,6.0,OPERADOR3,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-3-7,12:20:00 PM,1:00:00 PM,5.,,,0.67,,2019,3,12,11,2019-03-12
1197,11.0,2019-03-12,1.0,6.0,OPERADOR3,SAP-1863,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1863-3-8,1:05:00 PM,1:35:00 PM,5.,,,0.5,,2019,3,12,11,2019-03-12
1198,11.0,2019-03-13,1.0,6.0,OPERADOR3,SAP-1875B,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP1875B-2-8,6:30:00 AM,7:00:00 AM,11.,,,0.5,,2019,3,13,11,2019-03-13
1199,11.0,2019-03-13,1.0,6.0,OPERADOR3,SAP-1875B,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1875B-2-7,7:30:00 AM,8:00:00 AM,11.,,,0.5,,2019,3,13,11,2019-03-13
1200,11.0,2019-03-13,1.0,6.0,OPERADOR3,SAP-1875B,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1875B-1-3,8:15:00 AM,8:45:00 AM,12.,,,0.5,,2019,3,13,11,2019-03-13
1201,11.0,2019-03-13,1.0,6.0,OPERADOR3,SAP-1875B,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1875B-1-2,8:50:00 AM,9:20:00 AM,12.,,,0.5,,2019,3,13,11,2019-03-13
1202,11.0,2019-03-13,1.0,6.0,OPERADOR3,SAP-1875B,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1875B-1-1,9:30:00 AM,10:00:00 AM,14.,,,0.5,,2019,3,13,11,2019-03-13
1203,11.0,2019-03-13,1.0,6.0,OPERADOR3,SAP-1875B,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1875B-1-4,11:00:00 AM,11:30:00 AM,10.,,,0.5,,2019,3,13,11,2019-03-13
1204,11.0,2019-03-13,1.0,6.0,OPERADOR3,SAP-1875B,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1875B-1-6,11:35:00 AM,12:00:00 PM,9.,,,0.42,,2019,3,13,11,2019-03-13
1205,11.0,2019-03-13,1.0,6.0,OPERADOR3,SAP-1875B,,NOMBREDEPEDIDO124,TIPODEPRODUCTO12,37CM,,SAP-1875B-1-5,12:15:00 PM,12:45:00 PM,18.,,,0.5,,2019,3,13,11,2019-03-13
1206,11.0,2019-03-13,1.0,5.0,OPERADOR6,SAP-1825,,NOMBREDEPEDIDO128,TIPODEPRODUCTO7,32.5CM,,SAP-1825-2-1,6:30:00 AM,7:20:00 AM,37.,,,0.83,,2019,3,13,11,2019-03-13
1207,11.0,2019-03-13,1.0,5.0,OPERADOR6,SAP-1825,,NOMBREDEPEDIDO128,TIPODEPRODUCTO7,32.5CM,,SAP-1825-2-2,7:30:00 AM,8:25:00 AM,45.,,,0.92,,2019,3,13,11,2019-03-13
1208,11.0,2019-03-13,1.0,5.0,OPERADOR6,SAP-1825,,NOMBREDEPEDIDO128,TIPODEPRODUCTO7,32.5CM,,SAP-1825-2-3,8:35:00 AM,9:10:00 AM,26.,,,0.58,,2019,3,13,11,2019-03-13
1209,11.0,2019-03-13,1.0,7.0,OPERADOR5,SAP-1862,,NOMBREDEPEDIDO129,TIPODEPRODUCTO6,50CM,,SAP-1862-1-1,10:35:00 AM,11:50:00 AM,80.,,,1.25,,2019,3,13,11,2019-03-13
1210,11.0,2019-03-13,1.0,7.0,OPERADOR5,SAP-1862,,NOMBREDEPEDIDO129,TIPODEPRODUCTO6,50CM,,SAP-1862-3-1,12:00:00 PM,1:20:00 PM,101.,,,1.33,,2019,3,13,11,2019-03-13
1211,11.0,2019-03-12,2.0,5.0,OPERADOR1,SAP-1825,,NOMBREDEPEDIDO128,TIPODEPRODUCTO4,32.5CM,,,2:20:00 PM,3:20:00 PM,,2.,,1.,,2019,3,12,11,2019-03-12
1212,11.0,2019-03-12,2.0,5.0,OPERADOR1,SAP-1825,,NOMBREDEPEDIDO128,TIPODEPRODUCTO7,32.5CM,,SAP-1825-3-1,3:25:00 PM,3:50:00 PM,20.,,,0.42,,2019,3,12,11,2019-03-12
1213,11.0,2019-03-12,2.0,5.0,OPERADOR1,SAP-1825,,NOMBREDEPEDIDO128,TIPODEPRODUCTO7,32.5CM,,SAP-1825-3-2,4:00:00 PM,4:45:00 PM,36.,,,0.75,,2019,3,12,11,2019-03-12
1214,11.0,2019-03-12,2.0,5.0,OPERADOR1,SAP-1825,,NOMBREDEPEDIDO128,TIPODEPRODUCTO7,32.5CM,,SAP-1825-3-3,4:55:00 PM,5:40:00 PM,36.,,,0.75,,2019,3,12,11,2019-03-12
1215,11.0,2019-03-12,2.0,5.0,OPERADOR1,SAP-1825,,NOMBREDEPEDIDO128,TIPODEPRODUCTO7,32.5CM,,SAP-1825-4-1,5:50:00 PM,7:25:00 PM,73.,,,1.58,,2019,3,12,11,2019-03-12
1216,11.0,2019-03-12,2.0,5.0,OPERADOR1,SAP-1825,,NOMBREDEPEDIDO128,TIPODEPRODUCTO7,32.5CM,,SAP-1825-5-1,7:35:00 PM,8:20:00 PM,46.,,,0.75,,2019,3,12,11,2019-03-12
1217,11.0,2019-03-12,2.0,5.0,OPERADOR1,SAP-1825,,NOMBREDEPEDIDO128,TIPODEPRODUCTO7,32.5CM,,SAP-1825-5-2,8:30:00 PM,9:05:00 PM,46.,,,0.58,,2019,3,12,11,2019-03-12
1218,11.0,2019-03-12,2.0,5.0,OPERADOR1,SAP-1825,,NOMBREDEPEDIDO128,TIPODEPRODUCTO7,32.5CM,,SAP-1825-1-1,9:10:00 PM,9:55:00 PM,56.,,,0.75,,2019,3,12,11,2019-03-12
1219,11.0,2019-03-13,2.0,5.0,OPERADOR1,SAP-1871,,NOMBREDEPEDIDO95,TIPODEPRODUCTO10,54CM,,SAP-1871-1-1,2:30:00 PM,2:55:00 PM,16.64,,,0.42,,2019,3,13,11,2019-03-13
1220,11.0,2019-03-13,2.0,5.0,OPERADOR1,SAP-1871,,NOMBREDEPEDIDO95,TIPODEPRODUCTO10,54CM,,SAP-1871-1-3,3:05:00 PM,3:30:00 PM,16.41,,,0.42,,2019,3,13,11,2019-03-13
1221,11.0,2019-03-13,2.0,5.0,OPERADOR1,SAP-1871,,NOMBREDEPEDIDO95,TIPODEPRODUCTO10,54CM,,SAP-1871-2-1,3:50:00 PM,4:20:00 PM,19.04,,,0.5,,2019,3,13,11,2019-03-13
1222,11.0,2019-03-13,2.0,5.0,OPERADOR1,SAP-1871,,NOMBREDEPEDIDO95,TIPODEPRODUCTO10,54CM,,SAP-1871-2-3,4:40:00 PM,5:25:00 PM,25.,,,0.75,,2019,3,13,11,2019-03-13
1223,11.0,2019-03-13,2.0,5.0,OPERADOR1,SAP-1871,,NOMBREDEPEDIDO95,TIPODEPRODUCTO10,54CM,,SAP-1871-2-5,5:40:00 PM,6:05:00 PM,16.95,,,0.42,,2019,3,13,11,2019-03-13
1224,11.0,2019-03-13,2.0,5.0,OPERADOR1,SAP-1871,,NOMBREDEPEDIDO95,TIPODEPRODUCTO10,54CM,,SAP-1871-2-7,7:10:00 PM,7:40:00 PM,20.26,,,0.5,,2019,3,13,11,2019-03-13
