FECHA,TURNO,EXTRUSORA,OPERADOR,N° DE PEDIDO,NOMBRE DE PEDIDO,CLAVE SAP,TIPO DE PRODUCTO,MEDIDA DE LA BOLSA,TRATADO,ANCHO DE PELICULA,N° DE ROLLO,CALIBRE PEDIDO,CALIBRE REAL,MOTIVO DEL CORTE,HORA INICIO,HORA FINAL,KILOS/HORA,PRODUCTO CONFORME,% DE PRODUCTO CONFORME,RECUP.,% DE RECUP,BASURA,% DE BASURA,CONSUMO MP,% MATERIA PRIMA,HORAS DE TRABAJO,month,day,year,fecha_chida,week_chida,SEMANA
"January 22, 2019",2,13,OPERADOR3,SAP-220119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,2,28,32.3,MOTIVODELCORTE5,12:47 PM,4:20 PM,21.41,76,98.06%,1.5,1.94%,0,0.00%,77.5,100.00%,3.55,1,22,2019,2019-01-22,4,4
"January 22, 2019",2,13,OPERADOR3,SAP-220119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,3,28,31.3,MOTIVODELCORTE2,4:33 PM,5:10 PM,21.08,13,100.00%,0,0.00%,0,0.00%,13,100.00%,0.62,1,22,2019,2019-01-22,4,4
"January 22, 2019",2,13,OPERADOR3,SAP-220119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,4,28,30.2,MOTIVODELCORTE2,5:10 PM,8:18 PM,20.11,63,100.00%,0,0.00%,0,0.00%,63,100.00%,3.13,1,22,2019,2019-01-22,4,4
"January 22, 2019",3,11,OPERADOR4,SAP-170119,NOMBREDEPEDIDO23,,TIPODEPRODUCTO1,29X40,,58.0 CM,17,29,29.6,MOTIVODELCORTE2,8:15 PM,12:25 AM,28.32,118,100.00%,0,0.00%,0,0.00%,118,100.00%,4.17,1,22,2019,2019-01-22,4,4
"January 22, 2019",3,11,OPERADOR4,SAP-220119,NOMBREDEPEDIDO22,,TIPODEPRODUCTO1,29X45,,58.0 CM,1,29,30.09,MOTIVODELCORTE2,12:25 AM,4:30 AM,28.41,116,100.00%,0,0.00%,0,0.00%,116,100.00%,4.08,1,22,2019,2019-01-22,4,4
"January 22, 2019",3,13,OPERADOR4,SAP-220119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,5,28,30.56,MOTIVODELCORTE2,8:18 PM,4:25 AM,20.33,165,100.00%,0,0.00%,0,0.00%,165,100.00%,8.12,1,22,2019,2019-01-22,4,4
"January 22, 2019",1,7,OPERADOR5,SAP-1689,NOMBREDEPEDIDO48,,TIPODEPRODUCTO7,23X32,2 CARAS,64.0 CM,3,93.5,94,MOTIVODELCORTE2,4:30 AM,8:00 AM,33.43,117,100.00%,0,0.00%,0,0.00%,117,100.00%,3.5,1,22,2019,2019-01-22,4,4
"January 22, 2019",1,7,OPERADOR5,SAP-1689,NOMBREDEPEDIDO48,,TIPODEPRODUCTO7,23X32,2 CARAS,64.0 CM,4,93.5,89.9,MOTIVODELCORTE2,8:00 AM,10:29 AM,31.01,77,100.00%,0,0.00%,0,0.00%,77,100.00%,2.48,1,22,2019,2019-01-22,4,4
"January 22, 2019",1,7,OPERADOR5,SAP-1689A,NOMBREDEPEDIDO48,,TIPODEPRODUCTO7,20X30,2 CARAS,60.0 CM,0,93.5,0,MOTIVODELCORTE6,10:25 AM,10:29 AM,0,0,0.00%,2.4,100.00%,0,#DIV/0!,2.4,#DIV/0!,0.07,1,22,2019,2019-01-22,4,4
"January 22, 2019",1,7,OPERADOR5,SAP-1689A,NOMBREDEPEDIDO48,,TIPODEPRODUCTO7,20X30,2 CARAS,60.0 CM,1,93.5,89.5,MOTIVODELCORTE2,10:29 AM,1:00 PM,32.19,81,100.00%,0,0.00%,0,0.00%,81,100.00%,2.52,1,22,2019,2019-01-22,4,4
"January 22, 2019",2,7,OPERADOR3,SAP-1689A,NOMBREDEPEDIDO48,,TIPODEPRODUCTO7,20X30,2 CARAS,60.0 CM,2,93.5,94,MOTIVODELCORTE2,1:00 PM,5:00 PM,33,132,100.00%,0,0.00%,0,0.00%,132,100.00%,4,1,22,2019,2019-01-22,4,4
"January 22, 2019",2,7,OPERADOR3,SAP-1689A,NOMBREDEPEDIDO48,,TIPODEPRODUCTO7,20X30,2 CARAS,60.0 CM,3,93.5,91.7,MOTIVODELCORTE4,5:00 PM,6:08 PM,31.76,36,94.74%,2,5.26%,0,0.00%,38,100.00%,1.13,1,22,2019,2019-01-22,4,4
"January 22, 2019",2,7,OPERADOR3,SAP-1689A,NOMBREDEPEDIDO48,,TIPODEPRODUCTO7,20X30,2 CARAS,60.0 CM,4,93.5,90.95,MOTIVODELCORTE6,6:15 PM,8:50 PM,30.58,79,95.64%,3.6,4.36%,0,0.00%,82.6,100.00%,2.58,1,22,2019,2019-01-22,4,4
"January 22, 2019",1,8,OPERADOR5,SAP-1698,NOMBREDEPEDIDO50,,TIPODEPRODUCTO2,30X60+4,2 CARAS,62.0 CM,0,167.4,0,MOTIVODELCORTE1,1:00 PM,1:25 PM,0,0,0.00%,9,94.74%,0.5,#DIV/0!,9.5,#DIV/0!,0.42,1,22,2019,2019-01-22,4,4
"January 22, 2019",2,8,OPERADOR3,SAP-1698,NOMBREDEPEDIDO50,,TIPODEPRODUCTO2,30X60+4,2 CARAS,62.0 CM,1,167.4,177.16,MOTIVODELCORTE2,1:25 PM,3:30 PM,52.32,109,100.00%,0,0.00%,0,0.00%,109,100.00%,2.08,1,22,2019,2019-01-22,4,4
"January 22, 2019",2,8,OPERADOR3,SAP-1698,NOMBREDEPEDIDO50,,TIPODEPRODUCTO2,30X60+4,2 CARAS,62.0 CM,2,167.4,173.8,MOTIVODELCORTE2,3:30 PM,6:30 PM,50.67,152,100.00%,0,0.00%,0,0.00%,152,100.00%,3,1,22,2019,2019-01-22,4,4
"January 22, 2019",2,8,OPERADOR3,SAP-1698,NOMBREDEPEDIDO50,,TIPODEPRODUCTO2,30X60+4,2 CARAS,62.0 CM,3,167.4,177.5,MOTIVODELCORTE2,6:30 PM,8:30 PM,50,100,100.00%,0,0.00%,0,0.00%,100,100.00%,2,1,22,2019,2019-01-22,4,4
"January 22, 2019",3,8,OPERADOR4,SAP-1698,NOMBREDEPEDIDO50,,TIPODEPRODUCTO2,30X60+4,2 CARAS,62.0 CM,4,167.4,178.6,MOTIVODELCORTE2,8:30 PM,11:30 PM,50.33,151,100.00%,0,0.00%,0,0.00%,151,100.00%,3,1,22,2019,2019-01-22,4,4
"January 22, 2019",3,8,OPERADOR4,SAP-1698,NOMBREDEPEDIDO50,,TIPODEPRODUCTO2,30X60+4,2 CARAS,62.0 CM,5,167.4,179,MOTIVODELCORTE2,11:30 PM,2:00 AM,51.6,129,100.00%,0,0.00%,0,0.00%,129,100.00%,2.5,1,22,2019,2019-01-22,4,4
"January 22, 2019",3,8,OPERADOR4,SAP-1698,NOMBREDEPEDIDO50,,TIPODEPRODUCTO2,30X60+4,2 CARAS,62.0 CM,6,167.4,178.94,MOTIVODELCORTE2,2:00 AM,4:40 AM,51.38,137,100.00%,0,0.00%,0,0.00%,137,100.00%,2.67,1,22,2019,2019-01-22,4,4
"January 22, 2019",1,4,OPERADOR5,SAP-160119,NOMBREDEPEDIDO22,,TIPODEPRODUCTO3,25+12X42,2 CARAS,74.0 CM,3,50,45.1,MOTIVODELCORTE2,3:45 AM,6:45 AM,36.67,110,100.00%,0,0.00%,0,0.00%,110,100.00%,3,1,22,2019,2019-01-22,4,4
"January 22, 2019",1,4,OPERADOR5,SAP-1627,NOMBREDEPEDIDO51,,TIPODEPRODUCTO3,25+12X42,1 CARA,74.0 CM,0,49.5,0,MOTIVODELCORTE6,6:15 AM,6:30 AM,0,0,0.00%,28,100.00%,0,#DIV/0!,28,#DIV/0!,0.25,1,22,2019,2019-01-22,4,4
"January 22, 2019",1,4,OPERADOR5,SAP-1627,NOMBREDEPEDIDO51,,TIPODEPRODUCTO3,25+12X42,1 CARA,74.0 CM,1,49.5,52.5,MOTIVODELCORTE2,6:45 AM,8:35 AM,45.27,83,100.00%,0,0.00%,0,0.00%,83,100.00%,1.83,1,22,2019,2019-01-22,4,4
"January 22, 2019",1,4,OPERADOR5,SAP-1627,NOMBREDEPEDIDO51,,TIPODEPRODUCTO3,25+12X42,1 CARA,74.0 CM,2,49.5,50.6,MOTIVODELCORTE2,8:35 AM,11:05 AM,45.6,114,100.00%,0,0.00%,0,0.00%,114,100.00%,2.5,1,22,2019,2019-01-22,4,4
"January 22, 2019",1,4,OPERADOR5,SAP-1627,NOMBREDEPEDIDO51,,TIPODEPRODUCTO3,25+12X42,1 CARA,74.0 CM,3,49.5,49.7,MOTIVODELCORTE2,11:05 AM,12:22 PM,46.75,60,100.00%,0,0.00%,0,0.00%,60,100.00%,1.28,1,22,2019,2019-01-22,4,4
"January 22, 2019",1,4,OPERADOR5,SAP-1627A,NOMBREDEPEDIDO51,,TIPODEPRODUCTO3,25+13X51,1 CARA,76.0 CM,0,49.5,0,MOTIVODELCORTE6,12:20 PM,12:22 PM,0,0,0.00%,2,100.00%,0,#DIV/0!,2,#DIV/0!,0.03,1,22,2019,2019-01-22,4,4
"January 22, 2019",2,4,OPERADOR3,SAP-1627A,NOMBREDEPEDIDO51,,TIPODEPRODUCTO3,25+13X51,1 CARA,76.0 CM,1,49.5,53.5,MOTIVODELCORTE2,12:22 PM,3:32 PM,46.11,146,100.00%,0,0.00%,0,0.00%,146,100.00%,3.17,1,22,2019,2019-01-22,4,4
"January 22, 2019",2,4,OPERADOR3,SAP-1627A,NOMBREDEPEDIDO51,,TIPODEPRODUCTO3,25+13X51,1 CARA,76.0 CM,2,49.5,55.14,MOTIVODELCORTE2,3:32 PM,5:40 PM,47.34,101,100.00%,0,0.00%,0,0.00%,101,100.00%,2.13,1,22,2019,2019-01-22,4,4
"January 22, 2019",2,4,OPERADOR3,SAP-1627A,NOMBREDEPEDIDO51,,TIPODEPRODUCTO3,25+13X51,1 CARA,76.0 CM,3,49.5,56.4,MOTIVODELCORTE7,5:40 PM,7:30 PM,50.18,92,100.00%,0,0.00%,0,0.00%,92,100.00%,1.83,1,22,2019,2019-01-22,4,4
"January 22, 2019",3,7,OPERADOR4,SAP-1692,NOMBREDEPEDIDO52,,TIPODEPRODUCTO3,29+16X55,2 CARAS,45.0 CM,1,88,85.42,MOTIVODELCORTE2,8:50 PM,10:25 PM,27.79,44,100.00%,0,0.00%,0,0.00%,44,100.00%,1.58,1,22,2019,2019-01-22,4,4
"January 22, 2019",3,7,OPERADOR4,SAP-1692,NOMBREDEPEDIDO52,,TIPODEPRODUCTO3,29+16X55,2 CARAS,45.0 CM,2,88,84.86,MOTIVODELCORTE2,10:25 PM,1:58 AM,27.61,98,100.00%,0,0.00%,0,0.00%,98,100.00%,3.55,1,22,2019,2019-01-22,4,4
"January 22, 2019",3,7,OPERADOR4,SAP-1692,NOMBREDEPEDIDO52,,TIPODEPRODUCTO3,29+16X55,2 CARAS,45.0 CM,3,88,86.93,MOTIVODELCORTE2,1:58 AM,4:15 AM,28.03,64,100.00%,0,0.00%,0,0.00%,64,100.00%,2.28,1,22,2019,2019-01-22,4,4
"January 22, 2019",1,5,OPERADOR5,SAP-170119A,NOMBREDEPEDIDO49,,TIPODEPRODUCTO9,60X85,,60.0 CM,6,49.5,51.3,MOTIVODELCORTE2,5:00 AM,7:26 AM,28.77,70,100.00%,0,0.00%,0,0.00%,70,100.00%,2.43,1,22,2019,2019-01-22,4,4
"January 22, 2019",1,5,OPERADOR5,SAP-170119A,NOMBREDEPEDIDO49,,TIPODEPRODUCTO9,60X85,,60.0 CM,7,49.5,49.5,MOTIVODELCORTE2,7:26 AM,12:50 PM,29.07,157,100.00%,0,0.00%,0,0.00%,157,100.00%,5.4,1,22,2019,2019-01-22,4,4
"January 22, 2019",2,5,OPERADOR3,SAP-170119A,NOMBREDEPEDIDO49,,TIPODEPRODUCTO9,60X85,,60.0 CM,8,49.5,52.47,MOTIVODELCORTE2,12:50 PM,5:25 PM,29.89,137,100.00%,0,0.00%,0,0.00%,137,100.00%,4.58,1,22,2019,2019-01-22,4,4
"January 22, 2019",2,5,OPERADOR3,SAP-170119A,NOMBREDEPEDIDO49,,TIPODEPRODUCTO9,60X85,,60.0 CM,9,49.5,52.94,MOTIVODELCORTE2,5:25 PM,8:15 PM,30.35,86,100.00%,0,0.00%,0,0.00%,86,100.00%,2.83,1,22,2019,2019-01-22,4,4
"January 22, 2019",3,5,OPERADOR4,SAP-170119A,NOMBREDEPEDIDO49,,TIPODEPRODUCTO9,60X85,,60.0 CM,10,49.5,54.05,MOTIVODELCORTE2,8:15 PM,1:50 AM,29.91,167,100.00%,0,0.00%,0,0.00%,167,100.00%,5.58,1,22,2019,2019-01-22,4,4
"January 22, 2019",3,5,OPERADOR4,SAP-170119A,NOMBREDEPEDIDO49,,TIPODEPRODUCTO9,60X85,,60.0 CM,11,49.5,51,MOTIVODELCORTE3,1:50 AM,2:40 AM,26.4,22,83.02%,4.5,16.98%,0,0.00%,26.5,100.00%,0.83,1,22,2019,2019-01-22,4,4
"January 22, 2019",3,5,OPERADOR4,SAP-170119A,NOMBREDEPEDIDO49,,TIPODEPRODUCTO9,60X85,,60.0 CM,12,49.5,51.96,MOTIVODELCORTE2,2:40 AM,5:05 AM,30.62,74,100.00%,0,0.00%,0,0.00%,74,100.00%,2.42,1,22,2019,2019-01-22,4,4
"January 23, 2019",1,10,OPERADOR5,SAP-220119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,0,28,0,MOTIVODELCORTE1,7:20 AM,7:40 AM,0,0,0.00%,3,90.91%,0.3,#DIV/0!,3.3,#DIV/0!,0.33,1,23,2019,2019-01-23,4,4
"January 23, 2019",1,10,OPERADOR5,SAP-220119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,7,28,30.7,MOTIVODELCORTE2,7:40 AM,10:00 AM,23.57,55,100.00%,0,0.00%,0,0.00%,55,100.00%,2.33,1,23,2019,2019-01-23,4,4
"January 23, 2019",1,11,OPERADOR5,SAP-220119,NOMBREDEPEDIDO22,,TIPODEPRODUCTO1,29X45,,58.0 CM,2,29,31.44,MOTIVODELCORTE2,4:30 AM,8:02 AM,27.74,98,100.00%,0,0.00%,0,0.00%,98,100.00%,3.53,1,23,2019,2019-01-23,4,4
"January 23, 2019",1,11,OPERADOR5,SAP-220119,NOMBREDEPEDIDO22,,TIPODEPRODUCTO1,29X45,,58.0 CM,3,29,31.45,MOTIVODELCORTE2,8:02 AM,11:30 AM,27.98,97,100.00%,0,0.00%,0,0.00%,97,100.00%,3.47,1,23,2019,2019-01-23,4,4
"January 23, 2019",1,10,OPERADOR5,SAP-220119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,8,28,30.5,MOTIVODELCORTE2,10:00 AM,11:54 AM,23.16,44,100.00%,0,0.00%,0,0.00%,44,100.00%,1.9,1,23,2019,2019-01-23,4,4
"January 23, 2019",1,10,OPERADOR5,SAP-230119,NOMBREDEPEDIDO22,,TIPODEPRODUCTO1,25X35,,50.0 CM,0,28,0,MOTIVODELCORTE6,11:50 AM,11:54 AM,0,0,0.00%,1,100.00%,0,#DIV/0!,1,#DIV/0!,0.07,1,23,2019,2019-01-23,4,4
"January 23, 2019",1,13,OPERADOR5,SAP-220119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,6,28,32.2,MOTIVODELCORTE2,4:25 AM,9:24 AM,20.47,102,100.00%,0,0.00%,0,0.00%,102,100.00%,4.98,1,23,2019,2019-01-23,4,4
"January 23, 2019",1,13,OPERADOR5,SAP-220119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,9,28,30.3,MOTIVODELCORTE2,9:24 AM,11:54 AM,20.4,51,100.00%,0,0.00%,0,0.00%,51,100.00%,2.5,1,23,2019,2019-01-23,4,4
"January 23, 2019",1,13,OPERADOR5,SAP-230119,NOMBREDEPEDIDO22,,TIPODEPRODUCTO1,25X35,,50.0 CM,0,28,0,MOTIVODELCORTE6,11:50 AM,11:54 AM,0,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.07,1,23,2019,2019-01-23,4,4
"January 23, 2019",2,10,OPERADOR3,SAP-230119,NOMBREDEPEDIDO22,,TIPODEPRODUCTO1,25X35,,50.0 CM,1,28,31.8,MOTIVODELCORTE2,11:54 AM,5:02 PM,23.77,122,100.00%,0,0.00%,0,0.00%,122,100.00%,5.13,1,23,2019,2019-01-23,4,4
"January 23, 2019",2,10,OPERADOR3,SAP-230119,NOMBREDEPEDIDO22,,TIPODEPRODUCTO1,25X35,,50.0 CM,3,28,29.81,MOTIVODELCORTE2,5:27 PM,8:35 PM,22.66,71,100.00%,0,0.00%,0,0.00%,71,100.00%,3.13,1,23,2019,2019-01-23,4,4
"January 23, 2019",2,10,OPERADOR3,SAP-230119,NOMBREDEPEDIDO22,,TIPODEPRODUCTO1,25X35,,50.0 CM,0,28,0,MOTIVODELCORTE5,5:02 PM,5:27 PM,0,0,0.00%,8,100.00%,0,#DIV/0!,8,#DIV/0!,0.42,1,23,2019,2019-01-23,4,4
"January 23, 2019",2,11,OPERADOR3,SAP-220119,NOMBREDEPEDIDO22,,TIPODEPRODUCTO1,29X45,,58.0 CM,4,29,27.6,MOTIVODELCORTE2,11:30 AM,5:16 PM,27.4,158,100.00%,0,0.00%,0,0.00%,158,100.00%,5.77,1,23,2019,2019-01-23,4,4
"January 23, 2019",2,11,OPERADOR3,SAP-220119,NOMBREDEPEDIDO22,,TIPODEPRODUCTO1,29X45,,58.0 CM,5,29,28.15,MOTIVODELCORTE2,5:16 PM,8:27 PM,27.96,89,100.00%,0,0.00%,0,0.00%,89,100.00%,3.18,1,23,2019,2019-01-23,4,4
"January 23, 2019",2,13,OPERADOR3,SAP-230119,NOMBREDEPEDIDO22,,TIPODEPRODUCTO1,25X35,,50.0 CM,2,28,27.64,MOTIVODELCORTE2,11:54 AM,8:30 PM,20.35,175,100.00%,0,0.00%,0,0.00%,175,100.00%,8.6,1,23,2019,2019-01-23,4,4
"January 23, 2019",3,11,OPERADOR4,SAP-220119,NOMBREDEPEDIDO22,,TIPODEPRODUCTO1,29X45,,58.0 CM,6,29,28.61,MOTIVODELCORTE2,8:27 PM,1:25 AM,27.38,136,100.00%,0,0.00%,0,0.00%,136,100.00%,4.97,1,23,2019,2019-01-23,4,4
"January 23, 2019",3,10,OPERADOR4,SAP-230119,NOMBREDEPEDIDO22,,TIPODEPRODUCTO1,25X35,,50.0 CM,4,28,29.6,MOTIVODELCORTE2,8:35 PM,3:20 AM,22.81,154,100.00%,0,0.00%,0,0.00%,154,100.00%,6.75,1,23,2019,2019-01-23,4,4
"January 23, 2019",3,13,OPERADOR4,SAP-230119,NOMBREDEPEDIDO22,,TIPODEPRODUCTO1,25X35,,50.0 CM,5,28,28.13,MOTIVODELCORTE2,8:30 PM,4:20 AM,20.3,159,100.00%,0,0.00%,0,0.00%,159,100.00%,7.83,1,23,2019,2019-01-23,4,4
"January 23, 2019",3,11,OPERADOR4,SAP-220119,NOMBREDEPEDIDO22,,TIPODEPRODUCTO1,29X45,,58.0 CM,7,29,28.46,MOTIVODELCORTE2,1:25 AM,4:50 AM,27.8,95,100.00%,0,0.00%,0,0.00%,95,100.00%,3.42,1,23,2019,2019-01-23,4,4
"January 23, 2019",2,8,OPERADOR3,SAP-1699E,NOMBREDEPEDIDO53,,TIPODEPRODUCTO6,19X35,2 CARAS,35.0 CM,0,214,0,MOTIVODELCORTE5,7:20 PM,8:25 PM,0,0,0.00%,38,100.00%,0,#DIV/0!,38,#DIV/0!,1.08,1,23,2019,2019-01-23,4,4
"January 23, 2019",2,8,OPERADOR3,SAP-1699E,NOMBREDEPEDIDO53,,TIPODEPRODUCTO6,19X35,2 CARAS,35.0 CM,1,214,200.6,MOTIVODELCORTE2,8:25 PM,9:30 PM,33.23,36,100.00%,0,0.00%,0,0.00%,36,100.00%,1.08,1,23,2019,2019-01-23,4,4
"January 23, 2019",3,8,OPERADOR4,SAP-1699E,NOMBREDEPEDIDO53,,TIPODEPRODUCTO6,19X35,2 CARAS,35.0 CM,2,214,215.54,MOTIVODELCORTE2,9:30 PM,10:38 PM,35.29,40,100.00%,0,0.00%,0,0.00%,40,100.00%,1.13,1,23,2019,2019-01-23,4,4
"January 23, 2019",3,8,OPERADOR4,SAP-1699E,NOMBREDEPEDIDO53,,TIPODEPRODUCTO6,19X35,2 CARAS,35.0 CM,3,214,210.81,MOTIVODELCORTE2,10:38 PM,11:50 PM,32.5,39,100.00%,0,0.00%,0,0.00%,39,100.00%,1.2,1,23,2019,2019-01-23,4,4
"January 23, 2019",3,8,OPERADOR4,SAP-1697,NOMBREDEPEDIDO54,,TIPODEPRODUCTO6,25X35,,70.0 CM,1,220,212.28,MOTIVODELCORTE6,11:50 PM,1:02 AM,50.83,61,93.85%,4,6.15%,0,0.00%,65,100.00%,1.2,1,23,2019,2019-01-23,4,4
"January 23, 2019",3,8,OPERADOR4,SAP-1697,NOMBREDEPEDIDO54,,TIPODEPRODUCTO6,25X35,,70.0 CM,2,220,216.54,MOTIVODELCORTE2,1:02 AM,2:50 AM,46.11,83,100.00%,0,0.00%,0,0.00%,83,100.00%,1.8,1,23,2019,2019-01-23,4,4
"January 23, 2019",3,8,OPERADOR4,SAP-1697A,NOMBREDEPEDIDO54,,TIPODEPRODUCTO6,50X70,,50.0 CM,1,220,219.75,MOTIVODELCORTE6,2:50 AM,4:30 AM,45.6,76,93.83%,5,6.17%,0,0.00%,81,100.00%,1.67,1,23,2019,2019-01-23,4,4
"January 23, 2019",2,7,OPERADOR3,SAP-1699,NOMBREDEPEDIDO53,,TIPODEPRODUCTO7,19X25,2 CARAS,50.0 CM,1,93.5,89.35,MOTIVODELCORTE2,5:56 PM,8:37 PM,26.46,71,100.00%,0,0.00%,0,0.00%,71,100.00%,2.68,1,23,2019,2019-01-23,4,4
"January 23, 2019",3,7,OPERADOR4,SAP-1699,NOMBREDEPEDIDO53,,TIPODEPRODUCTO7,19X25,2 CARAS,50.0 CM,2,93.5,90.7,MOTIVODELCORTE2,8:37 PM,11:17 PM,27.75,74,100.00%,0,0.00%,0,0.00%,74,100.00%,2.67,1,23,2019,2019-01-23,4,4
"January 23, 2019",3,7,OPERADOR4,SAP-1699,NOMBREDEPEDIDO53,,TIPODEPRODUCTO7,19X25,2 CARAS,50.0 CM,3,93.5,89.86,MOTIVODELCORTE2,11:17 PM,2:03 AM,27.11,75,100.00%,0,0.00%,0,0.00%,75,100.00%,2.77,1,23,2019,2019-01-23,4,4
"January 23, 2019",3,7,OPERADOR4,SAP-1699A,NOMBREDEPEDIDO53,,TIPODEPRODUCTO7,22X30,2 CARAS,60.0 CM,1,93.5,95.72,MOTIVODELCORTE6,2:10 AM,3:24 AM,28.38,35,93.33%,2.5,6.67%,0,0.00%,37.5,100.00%,1.23,1,23,2019,2019-01-23,4,4
"January 23, 2019",3,7,OPERADOR4,SAP-1699A,NOMBREDEPEDIDO53,,TIPODEPRODUCTO7,22X30,2 CARAS,60.0 CM,2,93.5,94.81,MOTIVODELCORTE2,3:24 AM,4:40 AM,30.79,39,100.00%,0,0.00%,0,0.00%,39,100.00%,1.27,1,23,2019,2019-01-23,4,4
"January 23, 2019",1,8,OPERADOR5,SAP-1698,NOMBREDEPEDIDO50,,TIPODEPRODUCTO2,30X60+4,2 CARAS,62.0 CM,7,167.4,178.1,MOTIVODELCORTE2,4:40 AM,6:55 AM,51.56,116,100.00%,0,0.00%,0,0.00%,116,100.00%,2.25,1,23,2019,2019-01-23,4,4
"January 23, 2019",1,8,OPERADOR5,SAP-1698,NOMBREDEPEDIDO50,,TIPODEPRODUCTO2,30X60+4,2 CARAS,62.0 CM,8,167.4,169.7,MOTIVODELCORTE2,6:55 AM,10:13 AM,53.03,175,100.00%,0,0.00%,0,0.00%,175,100.00%,3.3,1,23,2019,2019-01-23,4,4
"January 23, 2019",1,8,OPERADOR5,SAP-1698,NOMBREDEPEDIDO50,,TIPODEPRODUCTO2,30X60+4,2 CARAS,62.0 CM,9,167.4,175.5,MOTIVODELCORTE2,10:13 AM,12:28 PM,50.67,114,100.00%,0,0.00%,0,0.00%,114,100.00%,2.25,1,23,2019,2019-01-23,4,4
"January 23, 2019",2,8,OPERADOR3,SAP-1698,NOMBREDEPEDIDO50,,TIPODEPRODUCTO2,30X60+4,2 CARAS,62.0 CM,10,167.4,169.4,MOTIVODELCORTE2,12:28 PM,3:40 PM,51.56,165,100.00%,0,0.00%,0,0.00%,165,100.00%,3.2,1,23,2019,2019-01-23,4,4
"January 23, 2019",2,8,OPERADOR3,SAP-1698,NOMBREDEPEDIDO50,,TIPODEPRODUCTO2,30X60+4,2 CARAS,62.0 CM,11,167.4,176.2,MOTIVODELCORTE6,3:40 PM,7:20 PM,41.73,153,92.73%,12,7.27%,0,0.00%,165,100.00%,3.67,1,23,2019,2019-01-23,4,4
"January 23, 2019",1,7,OPERADOR5,SAP-1692,NOMBREDEPEDIDO52,,TIPODEPRODUCTO3,29+16X55,2 CARAS,45.0 CM,4,88,84.3,MOTIVODELCORTE2,4:15 AM,7:35 AM,27.3,91,100.00%,0,0.00%,0,0.00%,91,100.00%,3.33,1,23,2019,2019-01-23,4,4
"January 23, 2019",1,7,OPERADOR5,SAP-1692A,NOMBREDEPEDIDO52,,TIPODEPRODUCTO3,40+22X60,2 CARAS,62.0 CM,0,110,0,MOTIVODELCORTE6,7:35 AM,8:00 AM,0,0,0.00%,9,100.00%,0,#DIV/0!,9,#DIV/0!,0.42,1,23,2019,2019-01-23,4,4
"January 23, 2019",1,7,OPERADOR5,SAP-1692A,NOMBREDEPEDIDO52,,TIPODEPRODUCTO3,40+22X60,2 CARAS,62.0 CM,1,110,115.7,MOTIVODELCORTE2,8:00 AM,10:35 AM,29.81,77,100.00%,0,0.00%,0,0.00%,77,100.00%,2.58,1,23,2019,2019-01-23,4,4
"January 23, 2019",1,7,OPERADOR5,SAP-1692A,NOMBREDEPEDIDO52,,TIPODEPRODUCTO3,40+22X60,2 CARAS,62.0 CM,2,110,106.7,MOTIVODELCORTE2,10:35 AM,12:45 PM,32.31,70,100.00%,0,0.00%,0,0.00%,70,100.00%,2.17,1,23,2019,2019-01-23,4,4
"January 23, 2019",2,7,OPERADOR3,SAP-1692A,NOMBREDEPEDIDO52,,TIPODEPRODUCTO3,40+22X60,2 CARAS,62.0 CM,3,110,105.4,MOTIVODELCORTE6,12:45 PM,5:56 PM,31.06,161,98.17%,3,1.83%,0,0.00%,164,100.00%,5.18,1,23,2019,2019-01-23,4,4
"January 23, 2019",1,5,OPERADOR5,SAP-170119A,NOMBREDEPEDIDO49,,TIPODEPRODUCTO9,60X85,,60.0 CM,13,49.5,49,MOTIVODELCORTE2,5:05 AM,12:13 PM,29.72,212,100.00%,0,0.00%,0,0.00%,212,100.00%,7.13,1,23,2019,2019-01-23,4,4
"January 23, 2019",2,5,OPERADOR3,SAP-170119A,NOMBREDEPEDIDO49,,TIPODEPRODUCTO9,60X85,,60.0 CM,14,49.5,53.3,MOTIVODELCORTE2,12:13 PM,5:07 PM,30,147,100.00%,0,0.00%,0,0.00%,147,100.00%,4.9,1,23,2019,2019-01-23,4,4
"January 23, 2019",2,5,OPERADOR3,SAP-170119A,NOMBREDEPEDIDO49,,TIPODEPRODUCTO9,60X85,,60.0 CM,15,49.5,51.2,MOTIVODELCORTE2,5:07 PM,8:40 PM,28.73,102,100.00%,0,0.00%,0,0.00%,102,100.00%,3.55,1,23,2019,2019-01-23,4,4
